DataStore	Total Read Count	Forward Read Count	Reverse Read Count	Unknown Read Count	Mean Read Length	Total Read Length	Fold Coverage	Total Quantitation	Median Quantitation	Mean Quantitation	Valid Quantitations
01_Liver_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	43495	31660	11835	0	1	43495	1.5958319158347322E-5	5800.473184585571	4.371003	4.3711176	1327
01_Liver_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	36904	20317	16587	0	1	36904	1.3540080703980907E-5	7043.530870914459	4.760079	5.3078604	1327
01_Liver_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	231494	109469	122025	0	1	231494	8.493516807086918E-5	7363.437737464905	5.6959157	5.548936	1327
01_Liver_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	330832	244381	86451	0	1	330832	1.2138228862614924E-4	1923.7095210552216	1.4438262	1.449668	1327
01_Liver_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	237624	122639	114985	0	1	237624	8.718426558646106E-5	6952.186956524849	5.3951755	5.2390256	1327
01_Liver_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	300494	145155	155339	0	1	300494	1.10251273874432E-4	7366.340473175049	5.734592	5.551123	1327
01_Liver_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	415515	306016	109499	0	1	415515	1.5245248844880302E-4	1491.3416765928268	1.1150244	1.1238445	1327
01_Liver_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	337072	183035	154037	0	1	337072	1.2367174515099318E-4	6819.755028963089	5.269311	5.1392274	1327
01_scAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	254373	120867	133506	0	1	254373	9.332947509521286E-5	6939.863555192947	5.434414	5.2297387	1327
01_scAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	386359	295582	90777	0	1	386359	1.4175514959650334E-4	1631.7096334695816	1.219983	1.229623	1327
01_scAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	287592	160506	127086	0	1	287592	1.0551752898924986E-4	6213.685702681541	4.7979045	4.682506	1327
01_scAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	116505	49977	66528	0	1	116505	4.274569429918967E-5	7021.187380075455	5.4234643	5.291023	1327
01_scAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	163831	125239	38592	0	1	163831	6.010960767976089E-5	3266.646150827408	2.4577167	2.4616776	1327
01_scAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	117006	56297	60709	0	1	117006	4.2929511241328584E-5	6713.09121799469	5.0953455	5.058848	1327
02_BAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	252685	97346	155339	0	1	252685	9.271014775323585E-5	7477.015744686127	5.791943	5.634526	1327
02_BAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	371118	268806	102312	0	1	371118	1.3616322541458884E-4	1703.7204849720001	1.278047	1.2838888	1327
02_BAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	304829	148059	156770	0	1	304829	1.1184178573904715E-4	6730.273145198822	5.1733594	5.071796	1327
02_BAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	188226	81580	106646	0	1	188226	6.906013523161473E-5	7006.813802957535	5.409462	5.2801914	1327
02_BAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	298630	214128	84502	0	1	298630	1.0956737211765169E-4	2118.240162730217	1.591566	1.5962623	1327
02_BAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	221242	113887	107355	0	1	221242	8.117370840857749E-5	6344.862535238266	4.983658	4.7813582	1327
02_BAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	243131	94118	149013	0	1	243131	8.920478434965266E-5	7408.584963679314	5.740634	5.5829577	1327
02_BAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	349322	253366	95956	0	1	349322	1.2816627118133586E-4	1822.4829281568527	1.3653675	1.3733858	1327
02_BAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	252784	114672	138112	0	1	252784	9.27464708615627E-5	7006.573602557182	5.4434547	5.28001	1327
02_Blood_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	209934	104192	105742	0	1	209934	7.702480225746607E-5	7267.056439638138	5.5739207	5.476305	1327
02_Blood_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	302339	235307	67032	0	1	302339	1.1092820452961423E-4	2094.000828742981	1.5737579	1.5779961	1327
02_Blood_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	243050	139564	103486	0	1	243050	8.917506544283979E-5	6620.471790552139	5.2106	4.989052	1327
02_Blood_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	172034	90903	81131	0	1	172034	6.311928906971199E-5	6904.632256269455	5.346589	5.2031894	1327
02_Blood_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	256894	200324	56570	0	1	256894	9.425443020725317E-5	2404.9257653951645	1.8087518	1.8123027	1327
02_Blood_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	190501	114461	76040	0	1	190501	6.989483292296409E-5	6200.975001335144	4.7140574	4.672928	1327
02_Blood_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	171659	88716	82943	0	1	171659	6.298170153817088E-5	7193.69962143898	5.5423827	5.421025	1327
02_Blood_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	257493	200804	56689	0	1	257493	9.447420335763483E-5	2408.6590675115585	1.8053918	1.815116	1327
02_Blood_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	194101	112952	81149	0	1	194101	7.121567322575867E-5	6619.852963685989	5.1724753	4.9885855	1327
02_Liver_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	69211	31448	37763	0	1	69211	2.5393521721309955E-5	7289.421283245087	5.852855	5.4931583	1327
02_Liver_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	113832	86162	27670	0	1	113832	4.176497037436469E-5	3960.290083885193	2.9830189	2.9843934	1327
02_Liver_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	87260	47770	39490	0	1	87260	3.2015701339404234E-5	6484.484624862671	5.103498	4.8865747	1327
02_Liver_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	159653	72764	86889	0	1	159653	5.857669912835096E-5	7273.334110021591	5.6469884	5.4810357	1327
02_Liver_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	221702	167939	53763	0	1	221702	8.134248244726791E-5	2690.28541636467	2.0213032	2.027344	1327
02_Liver_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	162382	82037	80345	0	1	162382	5.9577969457886075E-5	6927.89764380455	5.429891	5.2207217	1327
02_Liver_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	244311	112649	131662	0	1	244311	8.963772644890199E-5	7345.051214933395	5.6181717	5.53508	1327
02_Liver_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	361184	272342	88842	0	1	361184	1.32518439979044E-4	1756.7286471128464	1.317191	1.3238347	1327
02_Liver_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	280090	149155	130935	0	1	280090	1.027650445582596E-4	6765.575414419174	5.2954693	5.098399	1327
02_scAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	201700	97690	104010	0	1	201700	7.400374696490757E-5	6891.260227918625	5.309717	5.1931124	1327
02_scAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	314611	238527	76084	0	1	314611	1.1543080236180731E-4	2017.6123309135437	1.5163559	1.5204313	1327
02_scAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	235084	133109	101975	0	1	235084	8.625233937282266E-5	6160.267480373383	4.8961067	4.6422515	1327
02_scAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	179118	82083	97035	0	1	179118	6.571840926554444E-5	7207.507063865662	5.481018	5.4314294	1327
02_scAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	262665	201109	61556	0	1	262665	9.637181059264971E-5	2367.0902814865112	1.776701	1.7837907	1327
02_scAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	136941	68265	68676	0	1	136941	5.024366441805358E-5	6829.163902759552	5.1903014	5.146318	1327
03_BAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	203602	79319	124283	0	1	203602	7.470159092488405E-5	7262.7919001579285	5.6181045	5.473091	1327
03_BAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	281075	202150	78925	0	1	281075	1.0312644114110756E-4	2238.113043308258	1.6789697	1.6865962	1327
03_BAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	230947	111447	119500	0	1	230947	8.473447372486122E-5	6573.320660948753	5.1143665	4.95352	1327
03_BAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	112829	47496	65333	0	1	112829	4.1396969590002756E-5	6918.988080978394	5.4697185	5.2140074	1327
03_BAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	183971	128955	55016	0	1	183971	6.749897537372836E-5	3043.8309366703033	2.2904468	2.2937686	1327
03_BAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	135069	67878	67191	0	1	135069	4.9556827460600396E-5	6265.289533376694	4.8882318	4.7213936	1327
03_BAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	130347	50604	79743	0	1	130347	4.782432526343484E-5	7355.330947399139	5.7469254	5.5428267	1327
03_BAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	197986	143166	54820	0	1	197986	7.264108005252449E-5	2904.7546529769897	2.1845264	2.1889637	1327
03_BAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	135208	60939	74269	0	1	135208	4.960782657229163E-5	6952.319726467133	5.47171	5.2391257	1327
03_Blood_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	160921	85476	75445	0	1	160921	5.904192843500194E-5	7120.933923959732	5.6355753	5.36619	1327
03_Blood_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	256534	199888	56646	0	1	256534	9.412234617697372E-5	2406.394392132759	1.8107749	1.8134094	1327
03_Blood_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	186535	112699	73836	0	1	186535	6.84397071893854E-5	6397.719547510147	5.007444	4.8211904	1327
03_Blood_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	283723	155723	128000	0	1	283723	1.040979925638298E-4	6963.895482301712	5.4024076	5.247849	1327
03_Blood_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	468692	361964	106728	0	1	468692	1.7196313422149955E-4	1256.685208082199	0.9412849	0.9470122	1327
03_Blood_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	338589	206756	131833	0	1	338589	1.2422833257858746E-4	6253.277730464935	4.884321	4.712342	1327
03_Blood_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	217414	115490	101924	0	1	217414	7.976921488660592E-5	7124.269768476486	5.5234113	5.368704	1327
03_Blood_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	336799	261475	75324	0	1	336799	1.2357158142803126E-4	1889.5754699707031	1.4180372	1.4239453	1327
03_Blood_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	241872	142512	99360	0	1	241872	8.874285714375866E-5	6552.868054389954	5.047684	4.938107	1327
03_Liver_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	62320	27771	34549	0	1	62320	2.2865213241710658E-5	7208.90230512619	5.5891232	5.432481	1327
03_Liver_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	98182	74461	23721	0	1	98182	3.602298405804936E-5	4242.071436405182	3.1963944	3.196738	1327
03_Liver_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	75825	41064	34761	0	1	75825	2.782019887761089E-5	6561.037721395493	4.7211823	4.9442635	1327
03_Liver_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	190135	86763	103372	0	1	190135	6.976054749217998E-5	7375.896408319473	5.716832	5.5583243	1327
03_Liver_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	265547	202401	63146	0	1	265547	9.74292166350536E-5	2345.4790263175964	1.7609577	1.7675049	1327
03_Liver_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	191402	97685	93717	0	1	191402	7.022540989874685E-5	6961.633847475052	5.385322	5.246145	1327
03_Liver_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	131094	58534	72560	0	1	131094	4.809839962626472E-5	7157.6728303432465	5.5162888	5.3938756	1327
03_Liver_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	171525	129736	41789	0	1	171525	6.29325369269002E-5	3183.3048367500305	2.3915062	2.3988733	1327
03_Liver_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	141796	72720	69076	0	1	141796	5.202496432640572E-5	6609.35408949852	5.1400394	4.980674	1327
03_scAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	180443	91612	88831	0	1	180443	6.620455187698967E-5	6763.708614826202	5.27774	5.096992	1327
03_scAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	302491	233645	68846	0	1	302491	1.1098397334239889E-4	2093.038558959961	1.5730327	1.577271	1327
03_scAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	211936	124072	87864	0	1	211936	7.77593362258535E-5	6036.2424964904785	4.823262	4.5487885	1327
03_scAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	135125	58205	76920	0	1	135125	4.957737386531054E-5	7222.4137988090515	5.6949883	5.442663	1327
03_scAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	197401	152052	45349	0	1	197401	7.242644350332037E-5	2909.8518319129944	2.1887956	2.1928048	1327
03_scAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	138745	69002	69743	0	1	138745	5.090555216978731E-5	6827.539371728897	5.4344544	5.145094	1327
04_BAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	142962	53787	89175	0	1	142962	5.245276982447752E-5	7266.782521486282	5.6136513	5.4760985	1327
04_BAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	184940	135375	49565	0	1	184940	6.785450155523057E-5	3034.077492713928	2.2828677	2.2864187	1327
04_BAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	156610	74845	81765	0	1	156610	5.746022217240543E-5	6565.895573377609	4.99668	4.947924	1327
04_BAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	169015	70283	98732	0	1	169015	6.201161771578508E-5	7092.560025691986	5.372132	5.3448076	1327
04_BAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	260126	188637	71489	0	1	260126	9.544025127909543E-5	2386.1819927692413	1.7907143	1.7981778	1327
04_BAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	196234	99499	96735	0	1	196234	7.199827110516447E-5	6415.32852435112	4.9343157	4.8344603	1327
04_BAT_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	162828	64145	98683	0	1	162828	5.9741606895398956E-5	7330.392449855804	5.6185794	5.5240335	1327
04_BAT_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	245289	180470	64819	0	1	245289	8.999655473116119E-5	2499.3122049570084	1.8754424	1.8834305	1327
04_BAT_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	169255	77721	91534	0	1	169255	6.20996737359714E-5	6920.588010787964	5.370085	5.2152133	1327
04_Blood_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	117334	62752	54582	0	1	117334	4.3049854468916535E-5	7138.130004405975	5.6762695	5.3791485	1327
04_Blood_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	180381	144625	35756	0	1	180381	6.618180407177487E-5	3081.102783203125	2.3188777	2.321856	1327
04_Blood_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	138554	85398	53156	0	1	138554	5.083547425372238E-5	6451.582953214645	4.8514795	4.8617806	1327
04_Blood_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	272142	146483	125659	0	1	272142	9.984892268975645E-5	6988.978402137756	5.4625306	5.266751	1327
04_Blood_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	426207	338212	87995	0	1	426207	1.5637538414810291E-4	1438.1420494318008	1.0783707	1.0837544	1327
04_Blood_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	311736	189929	121807	0	1	311736	1.143759646199922E-4	6300.807950615883	4.8515286	4.74816	1327
04_Blood_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	235393	123444	111949	0	1	235393	8.636571149881253E-5	7162.921500444412	5.5462885	5.397831	1327
04_Blood_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	365164	291762	73402	0	1	365164	1.3397870231380023E-4	1735.4439628124237	1.3013804	1.307795	1327
04_Blood_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	261285	155859	105426	0	1	261285	9.586548847657846E-5	6564.5237139463425	5.106229	4.9468904	1327
04_Liver_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	67930	30268	37662	0	1	67930	2.492352271356555E-5	7178.2075045108795	5.46477	5.40935	1327
04_Liver_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	91781	70556	21225	0	1	91781	3.367445661966377E-5	4374.483633518219	3.2936575	3.2965212	1327
04_Liver_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	77829	41089	36740	0	1	77829	2.855546664616654E-5	6582.019488096237	5.268511	4.960075	1327
04_Liver_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	192366	87738	104628	0	1	192366	7.057910157982851E-5	7379.661670446396	5.700002	5.561162	1327
04_Liver_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	275042	214268	60774	0	1	275042	1.0091293293367431E-4	2277.1324598789215	1.710273	1.7160003	1327
04_Liver_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	199323	103635	95688	0	1	199323	7.313162546497903E-5	6957.140430927277	5.32682	5.2427583	1327
04_Liver_r3_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	216207	99907	116300	0	1	216207	7.932636648508563E-5	7283.056062459946	5.6689463	5.488362	1327
04_Liver_r3_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	310657	240030	70627	0	1	310657	1.1398007942923793E-4	2048.0175540447235	1.5346024	1.543344	1327
04_Liver_r3_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	176063	93555	82508	0	1	176063	6.45975295085896E-5	6785.610670566559	5.3131914	5.1134973	1327
04_scAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	256213	126043	130170	0	1	256213	9.400457124997453E-5	6995.108549118042	5.424016	5.2713704	1327
04_scAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	428599	322889	105710	0	1	428599	1.572530091492931E-4	1429.8596820831299	1.0702965	1.077513	1327
04_scAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	307650	177115	130535	0	1	307650	1.1287681087632035E-4	6214.311817169189	4.870563	4.682978	1327
04_scAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	115781	53954	61827	0	1	115781	4.2480058638294314E-5	7206.193193435669	5.695492	5.4304395	1327
04_scAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	174199	132625	41574	0	1	174199	6.391362775180928E-5	3147.561275243759	2.3691885	2.3719378	1327
04_scAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	119397	61771	57626	0	1	119397	4.380676934243465E-5	6806.871528148651	5.3880897	5.129519	1327
05_BAT_r1_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	63724	27072	36652	0	1	63724	2.3380340959800544E-5	7160.279340028763	5.556982	5.3958397	1327
05_BAT_r1_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	87481	64494	22987	0	1	87481	3.209678625799246E-5	4465.8902451992035	3.3628833	3.3654034	1327
05_BAT_r1_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	72697	36887	35810	0	1	72697	2.6672535414516042E-5	6539.903206348419	4.7819605	4.928337	1327
05_BAT_r2_C_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	100322	47081	53241	0	1	100322	3.680815023804391E-5	6984.6414270401	5.3172903	5.2634826	1327
05_BAT_r2_N_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	179466	131684	47782	0	1	179466	6.584609049481458E-5	3091.294798851013	2.3262146	2.3295364	1327
05_BAT_r2_X_GRCm38_bismark_bt2_pe.nonCG_filtered.deduplicated.bismark.cov	120224	67201	53023	0	1	120224	4.411019571199329E-5	6190.6238696575165	4.6411657	4.6651273	1327
