	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129
11:117320089	0.457288033	0.454010067	0.450736082	0.447466358	0.444201171	0.440940796	0.437685507	0.434435574	0.431191269	0.427952859	0.42472061	0.421494786	0.418275649	0.415063458	0.41185847	0.40866094	0.40547112	0.40228926	0.399115607	0.395950406	0.392793897	0.38964632	0.386507911	0.383378902	0.380259523	0.377150001	0.37405056	0.370961419	0.367882797	0.364814907	0.361757959	0.35871216	0.355677715	0.352654823	0.349643681	0.346644482	0.343657415	0.340682667	0.337720418	0.334770849	0.331834132	0.328910441	0.32599994	0.323102795	0.320219164	0.317349203	0.314493064	0.311650895	0.308822841	0.30600904	0.303209631	0.300424744	0.29765451	0.294899051	0.29215849	0.289432944	0.286722524	0.284027341	0.281347499	0.2786831	0.276034242	0.273401018	0.270783518	0.268181829	0.265596032	0.263026206	0.260472426	0.257934764	0.255413285	0.252908055	0.250419134	0.247946577	0.245490438	0.243050767	0.240627608	0.238221005	0.235830996	0.233457617	0.231100899	0.228760873	0.226437563	0.224130992	0.221841177	0.219568137	0.217311882	0.215072423	0.212849766	0.210643915	0.20845487	0.20628263	0.204127187	0.201988536	0.199866664	0.197761558	0.195673203	0.193601578	0.191546663	0.189508433	0.187486862	0.185481921	0.183493578	0.1815218	0.17956655	0.177627791	0.175705481	0.173799578	0.171910037	0.170036812	0.168179852	0.166339108	0.164514526	0.162706052	0.160913629	0.1591372	0.157376703	0.155632077	0.15390326	0.152190185	0.150492787	0.148810997	0.147144746	0.145493963	0.143858576	0.142238511	0.140633694	0.139044048	0.137469497	0.135909961	0.134365361
11:117320096	0.297988201	0.293857561	0.289760544	0.285697538	0.281668909	0.277675005	0.273716154	0.269792662	0.265904821	0.262052899	0.258237147	0.254457798	0.250715065	0.247009143	0.243340211	0.239708426	0.23611393	0.232556848	0.229037286	0.225555336	0.222111069	0.218704544	0.215335802	0.21200487	0.208711757	0.20545646	0.202238959	0.199059221	0.195917199	0.192812834	0.18974605	0.186716762	0.183724869	0.180770262	0.177852818	0.174972401	0.172128868	0.169322061	0.166551816	0.163817956	0.161120296	0.158458641	0.155832787	0.153242524	0.15068763	0.148167879	0.145683035	0.143232856	0.140817092	0.13843549	0.136087787	0.133773717	0.131493006	0.129245378	0.127030549	0.124848233	0.122698139	0.120579971	0.118493431	0.116438216	0.114414021	0.112420538	0.110457456	0.108524462	0.10662124	0.104747474	0.102902845	0.101087032	0.099299714	0.097540569	0.095809272	0.094105501	0.092428931	0.090779237	0.089156095	0.08755918	0.085988168	0.084442735	0.082922557	0.081427312	0.079956679	0.078510336	0.077087964	0.075689244	0.07431386	0.072961496	0.071631838	0.070324573	0.069039392	0.067775984	0.066534045	0.065313269	0.064113353	0.062933998	0.061774904	0.060635777	0.059516323	0.058416251	0.057335273	0.056273102	0.055229456	0.054204054	0.053196617	0.052206872	0.051234544	0.050279365	0.049341067	0.048419387	0.047514064	0.046624838	0.045751454	0.044893661	0.044051208	0.043223848	0.042411339	0.041613438	0.040829909	0.040060516	0.039305027	0.038563213	0.037834848	0.03711971	0.036417576	0.035728231	0.03505146	0.034387052	0.033734797	0.03309449	0.032465928
11:117320110	0.347378432	0.347297183	0.347161789	0.346972278	0.346728693	0.346431086	0.346079525	0.345674085	0.345214858	0.344701946	0.344135464	0.343515539	0.342842312	0.342115937	0.34133658	0.340504421	0.339619654	0.338682487	0.337693142	0.336651854	0.335558874	0.334414469	0.333218919	0.331972521	0.330675586	0.329328443	0.327931437	0.326484929	0.324989298	0.323444939	0.321852265	0.320211709	0.318523718	0.316788763	0.315007328	0.313179922	0.311307068	0.309389314	0.307427222	0.30542138	0.303372392	0.301280886	0.299147509	0.296972929	0.294757835	0.292502939	0.290208972	0.287876689	0.285506865	0.283100297	0.280657803	0.278180223	0.27566842	0.273123275	0.270545693	0.2679366	0.26529694	0.262627681	0.259929809	0.25720433	0.254452272	0.251674678	0.248872614	0.246047159	0.243199415	0.240330496	0.237441534	0.234533679	0.231608091	0.228665948	0.225708438	0.222736763	0.219752136	0.216755779	0.213748926	0.210732814	0.207708694	0.204677816	0.201641439	0.198600825	0.195557237	0.19251194	0.189466198	0.186421275	0.183378429	0.180338917	0.177303988	0.174274887	0.171252846	0.168239093	0.16523484	0.162241289	0.159259628	0.156291028	0.153336647	0.150397622	0.147475072	0.144570096	0.141683772	0.138817152	0.135971268	0.133147125	0.130345701	0.127567949	0.124814792	0.122087125	0.119385812	0.116711686	0.11406555	0.111448174	0.108860293	0.106302612	0.1037758	0.101280491	0.098817286	0.096386748	0.093989407	0.091625757	0.089296255	0.087001324	0.08474135	0.082516684	0.08032764	0.078174499	0.076057505	0.073976869	0.071932766	0.069925337	0.067954692
11:117959969	0.480355227	0.476759167	0.473165515	0.469574641	0.465986915	0.462402704	0.458822374	0.455246292	0.451674818	0.448108316	0.444547144	0.440991658	0.437442215	0.433899165	0.430362858	0.426833642	0.42331186	0.419797854	0.41629196	0.412794515	0.409305849	0.405826291	0.402356163	0.398895788	0.395445481	0.392005556	0.388576321	0.385158081	0.381751135	0.378355782	0.374972311	0.371601011	0.368242163	0.364896046	0.361562933	0.358243092	0.354936787	0.351644277	0.348365815	0.345101649	0.341852023	0.338617175	0.335397338	0.332192741	0.329003604	0.325830146	0.322672578	0.319531107	0.316405932	0.313297251	0.310205253	0.307130122	0.304072037	0.301031173	0.298007696	0.29500177	0.292013552	0.289043192	0.286090838	0.283156629	0.280240701	0.277343183	0.2744642	0.27160387	0.268762307	0.265939619	0.263135908	0.260351272	0.257585803	0.254839588	0.25211271	0.249405243	0.246717261	0.24404883	0.24140001	0.23877086	0.236161429	0.233571766	0.231001913	0.228451906	0.225921778	0.223411558	0.220921269	0.21845093	0.216000556	0.213570156	0.211159738	0.208769302	0.206398847	0.204048366	0.201717849	0.199407281	0.197116644	0.194845916	0.192595072	0.190364081	0.188152912	0.185961527	0.183789887	0.181637948	0.179505665	0.177392986	0.175299861	0.173226232	0.171172041	0.169137226	0.167121722	0.165125463	0.163148379	0.161190395	0.159251439	0.157331431	0.155430293	0.153547941	0.151684291	0.149839257	0.148012749	0.146204677	0.144414948	0.142643468	0.140890139	0.139154864	0.137437542	0.135738071	0.13405635	0.132392272	0.130745732	0.129116623	0.127504834
11:118637855	0.728368068	0.684449391	0.65706607	0.636968988	0.621039732	0.607826194	0.59652886	0.586658751	0.577894244	0.570012162	0.562851131	0.556290588	0.550238033	0.544620911	0.53938124	0.534471941	0.529854255	0.525495885	0.521369632	0.51745237	0.513724273	0.510168211	0.506769282	0.503514444	0.500392209	0.497392416	0.494506024	0.49172496	0.489041981	0.486450566	0.483944823	0.481519408	0.479169463	0.476890555	0.474678632	0.472529976	0.470441169	0.468409064	0.466430754	0.464503547	0.462624951	0.460792648	0.459004485	0.45725845	0.45555267	0.453885391	0.45225497	0.450659868	0.449098639	0.447569924	0.446072444	0.444604993	0.443166433	0.441755689	0.440371746	0.439013641	0.437680464	0.436371349	0.435085477	0.433822068	0.432580381	0.43135971	0.430159385	0.428978764	0.427817238	0.426674222	0.42554916	0.424441519	0.423350791	0.422276488	0.421218143	0.420175309	0.419147557	0.418134475	0.417135668	0.416150757	0.415179376	0.414221177	0.41327582	0.412342981	0.411422349	0.410513621	0.409616507	0.408730728	0.407856014	0.406992104	0.406138746	0.405295698	0.404462724	0.403639599	0.402826102	0.402022022	0.401227153	0.400441296	0.399664259	0.398895855	0.398135904	0.397384231	0.396640665	0.395905043	0.395177204	0.394456994	0.393744262	0.393038862	0.392340651	0.391649493	0.390965252	0.390287799	0.389617007	0.388952753	0.388294917	0.387643382	0.386998034	0.386358764	0.385725464	0.385098028	0.384476355	0.383860346	0.383249902	0.38264493	0.382045338	0.381451035	0.380861934	0.38027795	0.379698998	0.379124998	0.378555869	0.377991534	0.377431918
11:119192518	0.945718238	0.924842131	0.909424369	0.896813331	0.885984585	0.876414126	0.8677915	0.859914969	0.852644779	0.845879446	0.83954256	0.833574916	0.827929553	0.822568494	0.817460522	0.812579614	0.807903816	0.803414406	0.799095271	0.794932429	0.790913656	0.787028193	0.783266517	0.779620149	0.776081501	0.772643756	0.76930076	0.766046938	0.762877219	0.759786978	0.756771981	0.753828342	0.750952486	0.748141112	0.745391168	0.742699826	0.740064457	0.737482615	0.734952019	0.732470537	0.730036175	0.727647064	0.725301448	0.722997677	0.720734198	0.718509545	0.716322336	0.714171265	0.712055095	0.709972654	0.707922833	0.705904576	0.703916882	0.701958798	0.700029416	0.698127873	0.696253345	0.694405043	0.692582217	0.690784149	0.689010151	0.687259565	0.685531762	0.683826136	0.682142108	0.680479122	0.678836644	0.67721416	0.675611176	0.674027217	0.672461827	0.670914564	0.669385005	0.66787274	0.666377374	0.664898527	0.66343583	0.66198893	0.660557481	0.659141154	0.657739626	0.656352588	0.654979739	0.653620788	0.652275453	0.650943461	0.649624548	0.648318456	0.647024937	0.645743749	0.644474658	0.643217435	0.641971861	0.640737719	0.639514802	0.638302905	0.637101833	0.635911392	0.634731397	0.633561664	0.632402018	0.631252286	0.6301123	0.628981897	0.627860917	0.626749205	0.62564661	0.624552984	0.623468183	0.622392067	0.621324498	0.620265343	0.619214471	0.618171755	0.61713707	0.616110295	0.61509131	0.61408	0.613076251	0.612079953	0.611090996	0.610109275	0.609134686	0.608167127	0.6072065	0.606252707	0.605305653	0.604365244	0.603431391
11:119997577	0.81369757	0.76769924	0.737351289	0.714331037	0.695665694	0.679917933	0.666273853	0.654224426	0.643428594	0.633645945	0.624700263	0.61645831	0.60881677	0.601693826	0.595023529	0.588751904	0.582834196	0.577232861	0.571916088	0.566856675	0.562031175	0.557419231	0.55300305	0.548766989	0.544697218	0.540781448	0.537008713	0.533369181	0.529854004	0.526455189	0.523165494	0.519978332	0.516887698	0.513888098	0.510974495	0.50814226	0.505387128	0.502705158	0.500092708	0.497546396	0.495063085	0.492639852	0.490273974	0.487962909	0.485704279	0.483495858	0.481335556	0.479221413	0.477151584	0.475124333	0.473138023	0.47119111	0.469282134	0.467409715	0.465572547	0.46376939	0.461999072	0.460260475	0.458552541	0.456874263	0.455224679	0.453602878	0.452007987	0.450439175	0.448895648	0.447376649	0.445881453	0.444409365	0.442959722	0.441531888	0.440125253	0.438739233	0.437373266	0.436026815	0.43469936	0.433390406	0.432099473	0.430826101	0.429569848	0.428330287	0.427107007	0.425899611	0.424707717	0.423530958	0.422368976	0.421221428	0.420087983	0.418968319	0.417862127	0.416769107	0.415688969	0.414621432	0.413566225	0.412523083	0.411491753	0.410471987	0.409463546	0.408466197	0.407479715	0.406503882	0.405538485	0.404583319	0.403638184	0.402702884	0.401777232	0.400861044	0.399954141	0.399056351	0.398167504	0.397287436	0.396415987	0.395553003	0.394698331	0.393851824	0.393013339	0.392182736	0.391359878	0.390544632	0.389736869	0.388936463	0.38814329	0.387357231	0.386578167	0.385805984	0.385040571	0.384281819	0.383529621	0.382783873	0.382044474
11:120009434	0.603856553	0.599775511	0.595680577	0.591572276	0.587451142	0.583317714	0.57917254	0.575016172	0.570849172	0.566672103	0.562485538	0.558290054	0.554086232	0.549874658	0.545655924	0.541430625	0.537199359	0.532962728	0.528721338	0.524475797	0.520226716	0.515974706	0.511720381	0.507464359	0.503207254	0.498949684	0.494692266	0.490435618	0.486180356	0.481927097	0.477676455	0.473429044	0.469185475	0.464946357	0.460712298	0.4564839	0.452261766	0.44804649	0.443838668	0.439638886	0.43544773	0.431265779	0.427093607	0.422931782	0.418780867	0.41464142	0.410513989	0.40639912	0.402297348	0.398209203	0.394135207	0.390075875	0.386031712	0.382003218	0.377990881	0.373995184	0.370016599	0.366055588	0.362112608	0.358188102	0.354282506	0.350396247	0.34652974	0.342683391	0.338857596	0.335052742	0.331269204	0.327507348	0.323767529	0.32005009	0.316355367	0.312683682	0.309035348	0.305410666	0.301809929	0.298233416	0.294681398	0.291154133	0.287651869	0.284174845	0.280723287	0.277297411	0.273897423	0.270523518	0.267175881	0.263854686	0.260560097	0.257292267	0.25405134	0.25083745	0.247650718	0.24449126	0.241359178	0.238254566	0.23517751	0.232128084	0.229106353	0.226112375	0.223146197	0.220207858	0.217297388	0.214414808	0.211560131	0.208733363	0.205934499	0.203163529	0.200420433	0.197705184	0.19501775	0.192358087	0.189726148	0.187121877	0.184545211	0.181996083	0.179474416	0.176980129	0.174513134	0.172073337	0.169660641	0.167274938	0.164916119	0.162584069	0.160278667	0.157999786	0.155747298	0.153521067	0.151320954	0.149146815	0.146998503
11:120009444	0.734320692	0.730972126	0.727597012	0.724195532	0.720767878	0.717314254	0.713834873	0.710329962	0.706799754	0.703244498	0.69966445	0.696059879	0.692431064	0.688778295	0.685101874	0.681402112	0.677679332	0.673933867	0.670166063	0.666376273	0.662564864	0.658732211	0.654878702	0.651004733	0.647110711	0.643197054	0.639264189	0.635312553	0.631342593	0.627354765	0.623349535	0.619327378	0.615288777	0.611234226	0.607164226	0.603079286	0.598979924	0.594866665	0.590740044	0.5866006	0.582448881	0.578285443	0.574110845	0.569925657	0.56573045	0.561525805	0.557312306	0.553090542	0.548861108	0.544624603	0.540381629	0.536132792	0.531878704	0.527619976	0.523357225	0.519091068	0.514822126	0.510551019	0.506278372	0.502004807	0.49773095	0.493457424	0.489184853	0.484913863	0.480645075	0.47637911	0.47211659	0.467858131	0.46360435	0.459355858	0.455113267	0.450877181	0.446648204	0.442426934	0.438213965	0.434009887	0.429815283	0.425630732	0.421456809	0.417294078	0.413143103	0.409004436	0.404878625	0.40076621	0.396667725	0.392583694	0.388514634	0.384461054	0.380423456	0.376402332	0.372398164	0.368411428	0.364442587	0.360492099	0.356560409	0.352647953	0.348755159	0.344882444	0.341030212	0.337198862	0.333388779	0.329600338	0.325833905	0.322089833	0.318368466	0.314670138	0.31099517	0.307343874	0.30371655	0.300113487	0.296534964	0.292981249	0.289452599	0.285949259	0.282471464	0.27901944	0.275593398	0.272193543	0.268820065	0.265473147	0.262152959	0.258859661	0.255593404	0.252354328	0.249142561	0.245958224	0.242801425	0.239672265	0.236570832
11:120009464	0.818809465	0.816319805	0.813803714	0.811261127	0.808691981	0.806096223	0.803473803	0.80082468	0.798148819	0.79544619	0.792716774	0.789960554	0.787177525	0.784367686	0.781531046	0.778667619	0.775777429	0.772860508	0.769916895	0.766946638	0.763949792	0.760926422	0.757876601	0.754800412	0.751697944	0.748569297	0.74541458	0.74223391	0.739027415	0.735795231	0.732537504	0.729254388	0.725946049	0.722612662	0.719254409	0.715871485	0.712464093	0.709032448	0.705576772	0.702097298	0.698594269	0.695067939	0.69151857	0.687946435	0.684351816	0.680735007	0.677096309	0.673436035	0.669754507	0.666052056	0.662329024	0.658585762	0.654822629	0.651039996	0.647238242	0.643417754	0.639578931	0.635722179	0.631847912	0.627956555	0.62404854	0.620124307	0.616184306	0.612228993	0.608258833	0.604274299	0.60027587	0.596264034	0.592239285	0.588202122	0.584153055	0.580092597	0.576021267	0.571939592	0.567848102	0.563747335	0.559637831	0.555520137	0.551394805	0.547262388	0.543123446	0.538978541	0.534828239	0.530673109	0.526513721	0.522350651	0.518184473	0.514015765	0.509845106	0.505673077	0.501500257	0.497327228	0.493154571	0.488982868	0.484812699	0.480644643	0.47647928	0.472317187	0.468158938	0.464005107	0.459856264	0.455712977	0.451575812	0.447445329	0.443322087	0.439206639	0.435099535	0.43100132	0.426912534	0.422833712	0.418765384	0.414708074	0.4106623	0.406628575	0.402607403	0.398599285	0.394604711	0.390624168	0.386658132	0.382707075	0.378771458	0.374851737	0.370948359	0.36706176	0.363192372	0.359340616	0.355506904	0.351691641	0.34789522
11:120009645	0.885496797	0.883601776	0.881679582	0.879729966	0.87775268	0.875747478	0.873714116	0.871652356	0.869561961	0.867442697	0.865294335	0.863116649	0.860909417	0.858672421	0.856405448	0.85410829	0.851780743	0.84942261	0.847033696	0.844613816	0.842162787	0.839680435	0.83716659	0.834621092	0.832043784	0.829434519	0.826793157	0.824119565	0.821413617	0.818675198	0.815904199	0.813100521	0.810264074	0.807394778	0.804492559	0.801557358	0.798589123	0.795587812	0.792553395	0.789485852	0.786385174	0.783251365	0.780084439	0.776884422	0.773651351	0.770385279	0.767086267	0.763754391	0.760389741	0.756992417	0.753562536	0.750100226	0.746605629	0.743078901	0.739520215	0.735929752	0.732307714	0.728654313	0.724969777	0.721254349	0.717508287	0.713731863	0.709925364	0.706089094	0.702223369	0.698328522	0.694404902	0.69045287	0.686472806	0.682465102	0.678430167	0.674368423	0.67028031	0.66616628	0.6620268	0.657862354	0.653673438	0.649460563	0.645224255	0.640965053	0.63668351	0.632380193	0.628055682	0.62371057	0.619345462	0.614960978	0.610557747	0.606136412	0.601697627	0.597242058	0.592770379	0.588283278	0.583781452	0.579265606	0.574736455	0.570194725	0.565641148	0.561076464	0.556501422	0.551916776	0.547323288	0.542721726	0.538112862	0.533497474	0.528876345	0.524250261	0.519620011	0.514986389	0.510350189	0.505712208	0.501073243	0.496434094	0.491795558	0.487158435	0.482523521	0.477891612	0.473263502	0.468639983	0.464021841	0.459409861	0.454804824	0.450207505	0.445618673	0.441039093	0.436469523	0.431910714	0.427363411	0.42282835	0.418306259
11:120009658	0.725303121	0.722543934	0.71976774	0.716974649	0.714164775	0.711338236	0.708495154	0.705635659	0.702759881	0.699867958	0.696960032	0.694036248	0.691096758	0.688141717	0.685171286	0.682185628	0.679184913	0.676169315	0.673139013	0.67009419	0.667035033	0.663961735	0.660874491	0.657773504	0.654658978	0.651531124	0.648390156	0.645236292	0.642069755	0.638890773	0.635699575	0.632496399	0.629281482	0.626055069	0.622817407	0.619568747	0.616309343	0.613039456	0.609759347	0.606469282	0.603169531	0.599860366	0.596542065	0.593214907	0.589879174	0.586535153	0.583183132	0.579823404	0.576456263	0.573082005	0.569700932	0.566313346	0.562919552	0.559519856	0.556114569	0.552704001	0.549288467	0.545868282	0.542443762	0.539015226	0.535582995	0.53214739	0.528708734	0.525267352	0.521823568	0.518377708	0.514930099	0.511481068	0.508030944	0.504580055	0.501128729	0.497677296	0.494226084	0.490775423	0.48732564	0.483877064	0.480430023	0.476984844	0.473541854	0.470101378	0.466663741	0.463229267	0.459798278	0.456371095	0.452948039	0.449529426	0.446115575	0.442706798	0.43930341	0.435905721	0.43251404	0.429128673	0.425749923	0.422378094	0.419013483	0.415656388	0.412307102	0.408965916	0.405633117	0.402308991	0.398993819	0.39568788	0.392391449	0.389104798	0.385828195	0.382561905	0.379306189	0.376061305	0.372827506	0.369605042	0.366394159	0.3631951	0.360008102	0.356833399	0.35367122	0.350521792	0.347385336	0.344262069	0.341152203	0.338055948	0.334973506	0.331905077	0.328850858	0.325811037	0.322785801	0.319775332	0.316779807	0.313799397	0.310834271
11:120010140	0.926929175	0.890049157	0.861580006	0.837812145	0.817190414	0.798873854	0.782342694	0.767247533	0.753339457	0.740433397	0.728387177	0.71708869	0.706447661	0.696390105	0.686854485	0.677788972	0.669149429	0.660897914	0.653001528	0.645431536	0.638162669	0.631172573	0.624441362	0.617951261	0.611686307	0.605632104	0.599775624	0.594105029	0.58860953	0.583279267	0.578105195	0.573079005	0.568193036	0.563440214	0.558813989	0.554308284	0.549917455	0.54563624	0.541459736	0.537383359	0.53340282	0.529514098	0.525713419	0.521997238	0.518362215	0.514805205	0.511323241	0.50791352	0.504573392	0.501300348	0.498092011	0.494946127	0.491860555	0.488833262	0.485862314	0.48294587	0.480082178	0.477269564	0.474506434	0.471791266	0.469122605	0.46649906	0.4639193	0.461382051	0.458886094	0.456430258	0.454013422	0.451634508	0.449292485	0.446986358	0.444715173	0.442478013	0.440273995	0.438102268	0.435962014	0.433852444	0.431772798	0.429722344	0.427700373	0.425706202	0.423739174	0.421798651	0.419884018	0.417994681	0.416130064	0.41428961	0.412472783	0.41067906	0.408907937	0.407158926	0.405431552	0.403725356	0.402039894	0.400374733	0.398729455	0.397103653	0.395496933	0.393908911	0.392339215	0.390787485	0.389253367	0.387736522	0.386236617	0.384753328	0.383286343	0.381835355	0.380400066	0.378980188	0.377575438	0.376185542	0.374810232	0.373449248	0.372102336	0.370769248	0.369449743	0.368143586	0.366850547	0.365570402	0.364302934	0.363047928	0.361805177	0.360574477	0.359355631	0.358148445	0.356952729	0.355768299	0.354594975	0.353432579	0.35228094
11:120201542	0.715209354	0.712652039	0.710081069	0.707496538	0.704898541	0.70228718	0.699662556	0.697024775	0.694373948	0.691710185	0.689033603	0.686344321	0.683642459	0.680928143	0.6782015	0.675462663	0.672711764	0.669948941	0.667174334	0.664388087	0.661590347	0.658781261	0.655960984	0.65312967	0.650287477	0.647434568	0.644571105	0.641697257	0.638813193	0.635919085	0.633015109	0.630101445	0.627178271	0.624245773	0.621304136	0.618353549	0.615394205	0.612426295	0.609450018	0.606465573	0.603473159	0.600472981	0.597465245	0.594450158	0.591427932	0.588398778	0.58536291	0.582320546	0.579271903	0.576217202	0.573156666	0.570090517	0.567018981	0.563942286	0.56086066	0.557774334	0.554683539	0.551588509	0.548489477	0.545386681	0.542280355	0.539170739	0.53605807	0.53294259	0.529824539	0.526704158	0.523581689	0.520457376	0.517331462	0.51420419	0.511075807	0.507946555	0.504816681	0.501686429	0.498556044	0.495425773	0.492295861	0.489166552	0.486038092	0.482910726	0.479784698	0.476660252	0.473537632	0.470417081	0.46729884	0.464183152	0.461070258	0.457960396	0.454853807	0.451750729	0.448651397	0.445556049	0.442464917	0.439378237	0.436296239	0.433219153	0.43014721	0.427080636	0.424019656	0.420964495	0.417915375	0.414872517	0.411836139	0.408806457	0.405783686	0.402768039	0.399759726	0.396758955	0.393765933	0.390780863	0.387803946	0.384835381	0.381875366	0.378924094	0.375981757	0.373048545	0.370124642	0.367210234	0.364305502	0.361410624	0.358525775	0.355651129	0.352786856	0.349933123	0.347090095	0.344257933	0.341436795	0.338626837	0.335828212
11:120280543	0.491199634	0.488194486	0.485190191	0.482186965	0.479185027	0.47618459	0.473185872	0.470189087	0.46719445	0.464202175	0.461212474	0.458225562	0.455241649	0.452260947	0.449283665	0.446310013	0.443340197	0.440374427	0.437412906	0.43445584	0.431503432	0.428555883	0.425613395	0.422676167	0.419744396	0.416818279	0.41389801	0.410983782	0.408075787	0.405174214	0.40227925	0.399391083	0.396509896	0.393635872	0.39076919	0.38791003	0.385058568	0.382214977	0.37937943	0.376552098	0.373733148	0.370922745	0.368121054	0.365328235	0.362544448	0.359769848	0.357004591	0.354248828	0.351502708	0.348766378	0.346039983	0.343323666	0.340617565	0.337921817	0.335236557	0.332561918	0.329898027	0.327245013	0.324603	0.321972108	0.319352457	0.316744163	0.31414734	0.311562098	0.308988547	0.306426792	0.303876936	0.301339079	0.29881332	0.296299752	0.293798469	0.29130956	0.288833112	0.28636921	0.283917935	0.281479366	0.27905358	0.276640651	0.274240649	0.271853643	0.2694797	0.267118882	0.26477125	0.262436863	0.260115775	0.257808041	0.25551371	0.25323283	0.250965448	0.248711605	0.246471344	0.244244701	0.242031713	0.239832412	0.237646831	0.235474997	0.233316936	0.231172674	0.22904223	0.226925626	0.224822877	0.222733999	0.220659004	0.218597904	0.216550706	0.214517417	0.212498041	0.210492581	0.208501036	0.206523405	0.204559684	0.202609868	0.200673947	0.198751914	0.196843756	0.194949461	0.193069013	0.191202395	0.18934959	0.187510576	0.185685332	0.183873834	0.182076057	0.180291974	0.178521558	0.176764777	0.175021601	0.173291997	0.171575931
11:120280548	0.742269074	0.738914625	0.735532072	0.732121583	0.728683337	0.725217524	0.721724345	0.718204014	0.714656757	0.711082809	0.70748242	0.703855849	0.70020337	0.696525266	0.692821832	0.689093378	0.685340222	0.681562696	0.677761143	0.673935919	0.670087389	0.666215933	0.66232194	0.658405811	0.65446796	0.650508811	0.646528797	0.642528367	0.638507975	0.634468091	0.630409192	0.626331767	0.622236314	0.618123341	0.613993368	0.609846922	0.60568454	0.601506768	0.597314161	0.593107282	0.588886702	0.584653002	0.580406767	0.576148593	0.571879081	0.567598839	0.563308481	0.559008627	0.554699904	0.550382942	0.546058379	0.541726854	0.537389013	0.533045505	0.528696982	0.524344098	0.519987513	0.515627886	0.511265879	0.506902155	0.50253738	0.498172218	0.493807334	0.489443395	0.485081063	0.480721004	0.47636388	0.47201035	0.467661073	0.463316705	0.458977898	0.454645303	0.450319564	0.446001323	0.441691218	0.43738988	0.433097935	0.428816006	0.424544708	0.42028465	0.416036434	0.411800656	0.407577904	0.403368759	0.399173793	0.394993571	0.39082865	0.386679576	0.382546889	0.378431118	0.374332782	0.370252392	0.366190448	0.362147439	0.358123847	0.35412014	0.350136777	0.346174206	0.342232863	0.338313175	0.334415556	0.33054041	0.326688127	0.322859089	0.319053663	0.315272208	0.311515067	0.307782575	0.304075053	0.300392811	0.296736147	0.293105345	0.289500682	0.285922419	0.282370806	0.278846082	0.275348475	0.271878199	0.268435458	0.265020445	0.261633339	0.25827431	0.254943517	0.251641105	0.248367211	0.24512196	0.241905464	0.238717829	0.235559146
11:120280595	0.804771659	0.801683444	0.798558607	0.795397098	0.792198882	0.788963939	0.785692259	0.782383848	0.779038726	0.775656929	0.772238506	0.768783522	0.765292057	0.761764208	0.758200086	0.75459982	0.750963556	0.747291455	0.743583696	0.739840475	0.736062007	0.732248521	0.728400268	0.724517513	0.720600543	0.71664966	0.712665186	0.708647461	0.704596844	0.700513712	0.69639846	0.692251502	0.688073272	0.683864222	0.67962482	0.675355556	0.671056936	0.666729485	0.662373748	0.657990284	0.653579674	0.649142514	0.644679418	0.640191017	0.635677959	0.63114091	0.626580551	0.621997577	0.617392703	0.612766656	0.608120178	0.603454027	0.598768974	0.594065803	0.589345312	0.584608311	0.579855622	0.575088079	0.570306527	0.565511819	0.560704821	0.555886406	0.551057456	0.546218863	0.541371522	0.536516338	0.531654221	0.526786087	0.521912853	0.517035445	0.512154789	0.507271815	0.502387452	0.497502634	0.492618292	0.48773536	0.482854767	0.477977442	0.473104314	0.468236304	0.463374333	0.458519316	0.453672162	0.448833776	0.444005054	0.439186886	0.434380155	0.429585734	0.424804487	0.420037269	0.415284924	0.410548285	0.405828175	0.401125403	0.396440767	0.39177505	0.387129024	0.382503445	0.377899055	0.373316583	0.36875674	0.364220224	0.359707714	0.355219875	0.350757356	0.346320786	0.341910781	0.337527935	0.333172828	0.32884602	0.324548055	0.320279457	0.316040733	0.311832371	0.307654839	0.303508591	0.299394057	0.295311652	0.291261771	0.28724479	0.283261069	0.279310945	0.275394742	0.271512761	0.267665287	0.263852586	0.260074908	0.256332483	0.252625525
