Chr	Start	End	No. Probes	Features	Descriptions	Mean Custom_library	StDev Custom_library	Mean xGen_library	StDev xGen_library	Mean Noenrichment_library	StDev Noenrichment_library
2	158554597	158554598	1			2079.0	0.0	1701.0	0.0	6.0	0.0
2	163551657	163551658	1			1573.0	0.0	1261.0	0.0	3.0	0.0
2	164171874	164171875	1			1520.0	0.0	1144.0	0.0	5.0	0.0
2	165407774	165407775	1			2003.0	0.0	1662.0	0.0	6.0	0.0
2	168842301	168842302	1			1181.0	0.0	956.0	0.0	7.0	0.0
2	172042259	172042260	1			1100.0	0.0	872.0	0.0	4.0	0.0
2	178558221	178558222	1			1652.0	0.0	1382.0	0.0	5.0	0.0
2	180273934	180273935	1			2236.0	0.0	1917.0	0.0	6.0	0.0
2	180334000	180334001	1			1302.0	0.0	1043.0	0.0	8.0	0.0
2	180642035	180642036	1			840.0	0.0	715.0	0.0	5.0	0.0
3	14393935	14393936	1			1919.0	0.0	1553.0	0.0	8.0	0.0
3	17787694	17787695	1			2133.0	0.0	1860.0	0.0	10.0	0.0
3	23264181	23264182	1			0.0	0.0	0.0	0.0	5.0	0.0
3	29082965	29082966	1			1057.0	0.0	861.0	0.0	3.0	0.0
3	29082967	29082968	1			1050.0	0.0	861.0	0.0	3.0	0.0
3	29082969	29082970	1			1063.0	0.0	870.0	0.0	3.0	0.0
3	29082978	29082979	1			1044.0	0.0	881.0	0.0	3.0	0.0
3	29082984	29082985	1			1074.0	0.0	893.0	0.0	3.0	0.0
3	45380703	45380704	1			1790.0	0.0	1451.0	0.0	5.0	0.0
3	50879680	50879681	1			1842.0	0.0	1517.0	0.0	10.0	0.0
3	52180554	52180555	1			1744.0	0.0	1461.0	0.0	5.0	0.0
3	62338866	62338867	1			849.0	0.0	713.0	0.0	5.0	0.0
3	62339346	62339347	1			1268.0	0.0	1032.0	0.0	4.0	0.0
3	62339361	62339362	1			1221.0	0.0	1003.0	0.0	5.0	0.0
3	62340384	62340385	1			1787.0	0.0	1477.0	0.0	7.0	0.0
3	62340390	62340391	1			1770.0	0.0	1460.0	0.0	6.0	0.0
3	82876385	82876386	1			892.0	0.0	665.0	0.0	1.0	0.0
3	84478979	84478980	1			1750.0	0.0	1384.0	0.0	2.0	0.0
3	84478982	84478983	1			1749.0	0.0	1390.0	0.0	2.0	0.0
3	95172676	95172677	1			1054.0	0.0	890.0	0.0	4.0	0.0
3	95172681	95172682	1			1060.0	0.0	899.0	0.0	4.0	0.0
3	95172730	95172731	1			1282.0	0.0	1079.0	0.0	5.0	0.0
3	95172735	95172736	1			1274.0	0.0	1077.0	0.0	5.0	0.0
3	95172756	95172757	1			1257.0	0.0	1070.0	0.0	4.0	0.0
3	95172904	95172905	1			1434.0	0.0	1247.0	0.0	4.0	0.0
3	95172909	95172910	1			1438.0	0.0	1236.0	0.0	3.0	0.0
3	95172916	95172917	1			1443.0	0.0	1233.0	0.0	4.0	0.0
3	95172930	95172931	1			1454.0	0.0	1260.0	0.0	4.0	0.0
3	95172936	95172937	1			1491.0	0.0	1287.0	0.0	4.0	0.0
3	95172938	95172939	1			1481.0	0.0	1289.0	0.0	4.0	0.0
3	95172946	95172947	1			1480.0	0.0	1275.0	0.0	4.0	0.0
3	95173031	95173032	1			1540.0	0.0	1327.0	0.0	6.0	0.0
3	95173042	95173043	1			1544.0	0.0	1325.0	0.0	6.0	0.0
3	95173045	95173046	1			1533.0	0.0	1315.0	0.0	6.0	0.0
3	95173052	95173053	1			1563.0	0.0	1354.0	0.0	6.0	0.0
3	95173055	95173056	1			1555.0	0.0	1331.0	0.0	6.0	0.0
3	95173076	95173077	1			1569.0	0.0	1349.0	0.0	6.0	0.0
3	95173166	95173167	1			1421.0	0.0	1206.0	0.0	3.0	0.0
3	95173171	95173172	1			1422.0	0.0	1198.0	0.0	3.0	0.0
3	95173181	95173182	1			1383.0	0.0	1172.0	0.0	3.0	0.0
3	95173187	95173188	1			1373.0	0.0	1166.0	0.0	3.0	0.0
3	95173302	95173303	1			1319.0	0.0	1133.0	0.0	6.0	0.0
3	95173313	95173314	1			1353.0	0.0	1151.0	0.0	5.0	0.0
3	95173318	95173319	1			1339.0	0.0	1123.0	0.0	5.0	0.0
3	95173328	95173329	1			1356.0	0.0	1150.0	0.0	4.0	0.0
3	95173340	95173341	1			1369.0	0.0	1131.0	0.0	4.0	0.0
3	95173504	95173505	1			1394.0	0.0	1067.0	0.0	7.0	0.0
3	95530366	95530367	1			1149.0	0.0	901.0	0.0	6.0	0.0
3	98991488	98991489	1			1535.0	0.0	1251.0	0.0	8.0	0.0
3	100395083	100395084	1			1291.0	0.0	1044.0	0.0	8.0	0.0
3	101367450	101367451	1			1376.0	0.0	1141.0	0.0	7.0	0.0
3	124320980	124320981	1			1634.0	0.0	1356.0	0.0	9.0	0.0
3	124320988	124320989	1			1620.0	0.0	1355.0	0.0	9.0	0.0
3	124321088	124321089	1			1772.0	0.0	1547.0	0.0	7.0	0.0
3	124321111	124321112	1			1804.0	0.0	1566.0	0.0	6.0	0.0
3	124321130	124321131	1			1756.0	0.0	1540.0	0.0	5.0	0.0
3	124321261	124321262	1			1734.0	0.0	1477.0	0.0	9.0	0.0
3	124321263	124321264	1			1736.0	0.0	1482.0	0.0	9.0	0.0
3	127123714	127123715	1			1563.0	0.0	1325.0	0.0	4.0	0.0
3	132871461	132871462	1			2054.0	0.0	1776.0	0.0	9.0	0.0
3	135698636	135698637	1			2175.0	0.0	1722.0	0.0	9.0	0.0
3	137827749	137827750	1			1421.0	0.0	1148.0	0.0	7.0	0.0
3	138644699	138644700	1			1353.0	0.0	1091.0	0.0	7.0	0.0
3	148918425	148918426	1			1873.0	0.0	1504.0	0.0	5.0	0.0
3	158561353	158561354	1			1057.0	0.0	882.0	0.0	4.0	0.0
3	158561360	158561361	1			1099.0	0.0	899.0	0.0	4.0	0.0
3	158561364	158561365	1			1095.0	0.0	912.0	0.0	4.0	0.0
3	158561373	158561374	1			1117.0	0.0	937.0	0.0	4.0	0.0
3	158561376	158561377	1			1123.0	0.0	936.0	0.0	5.0	0.0
3	158561378	158561379	1			1118.0	0.0	942.0	0.0	5.0	0.0
3	158561384	158561385	1			1108.0	0.0	934.0	0.0	5.0	0.0
3	158561388	158561389	1			1100.0	0.0	925.0	0.0	5.0	0.0
4	8939035	8939036	1			1757.0	0.0	1401.0	0.0	7.0	0.0
4	25799668	25799669	1			1169.0	0.0	970.0	0.0	3.0	0.0
4	25799685	25799686	1			1154.0	0.0	949.0	0.0	2.0	0.0
4	25799805	25799806	1			703.0	0.0	575.0	0.0	2.0	0.0
4	25799813	25799814	1			660.0	0.0	541.0	0.0	2.0	0.0
4	32165321	32165322	1			1710.0	0.0	1435.0	0.0	7.0	0.0
4	43425437	43425438	1			2103.0	0.0	1749.0	0.0	8.0	0.0
4	43632236	43632237	1			1770.0	0.0	1562.0	0.0	6.0	0.0
4	43632367	43632368	1			1960.0	0.0	1668.0	0.0	5.0	0.0
4	43632400	43632401	1			1948.0	0.0	1644.0	0.0	5.0	0.0
4	45846901	45846902	1			1899.0	0.0	1578.0	0.0	2.0	0.0
4	46343917	46343918	1			1135.0	0.0	947.0	0.0	5.0	0.0
4	46344139	46344140	1			700.0	0.0	588.0	0.0	2.0	0.0
4	46344273	46344274	1			908.0	0.0	772.0	0.0	4.0	0.0
4	46344276	46344277	1			916.0	0.0	788.0	0.0	4.0	0.0
4	53264088	53264089	1			1606.0	0.0	1280.0	0.0	8.0	0.0
4	58206296	58206297	1			1306.0	0.0	1096.0	0.0	5.0	0.0
4	62625798	62625799	1			2076.0	0.0	1688.0	0.0	2.0	0.0
4	63256946	63256947	1			1768.0	0.0	1467.0	0.0	9.0	0.0
4	74013920	74013921	1			1321.0	0.0	1056.0	0.0	9.0	0.0
4	76449539	76449540	1			1346.0	0.0	1076.0	0.0	4.0	0.0
4	76449545	76449546	1			1358.0	0.0	1093.0	0.0	4.0	0.0
4	76449811	76449812	1			1234.0	0.0	1078.0	0.0	7.0	0.0
4	76449815	76449816	1			1235.0	0.0	1061.0	0.0	7.0	0.0
4	76449820	76449821	1			1248.0	0.0	1072.0	0.0	7.0	0.0
4	76449927	76449928	1			960.0	0.0	836.0	0.0	3.0	0.0
4	76449945	76449946	1			923.0	0.0	788.0	0.0	3.0	0.0
4	76449947	76449948	1			924.0	0.0	788.0	0.0	3.0	0.0
4	76449949	76449950	1			929.0	0.0	797.0	0.0	3.0	0.0
4	76449951	76449952	1			922.0	0.0	792.0	0.0	3.0	0.0
4	76449960	76449961	1			912.0	0.0	781.0	0.0	3.0	0.0
4	76450474	76450475	1			1410.0	0.0	1153.0	0.0	1.0	0.0
4	78212176	78212177	1			940.0	0.0	811.0	0.0	4.0	0.0
4	78212190	78212191	1			952.0	0.0	821.0	0.0	4.0	0.0
4	78212204	78212205	1			968.0	0.0	840.0	0.0	4.0	0.0
4	81442919	81442920	1			1020.0	0.0	847.0	0.0	2.0	0.0
4	81442935	81442936	1			1095.0	0.0	880.0	0.0	2.0	0.0
4	81442938	81442939	1			1109.0	0.0	891.0	0.0	2.0	0.0
4	83285066	83285067	1			1610.0	0.0	1257.0	0.0	6.0	0.0
4	83512415	83512416	1			1620.0	0.0	1294.0	0.0	9.0	0.0
4	83512420	83512421	1			1626.0	0.0	1293.0	0.0	8.0	0.0
4	83512457	83512458	1			1593.0	0.0	1267.0	0.0	5.0	0.0
4	91400608	91400609	1			920.0	0.0	733.0	0.0	1.0	0.0
4	99653663	99653664	1			1531.0	0.0	1233.0	0.0	10.0	0.0
4	99656957	99656958	1			1217.0	0.0	1052.0	0.0	5.0	0.0
4	99656966	99656967	1			1246.0	0.0	1079.0	0.0	5.0	0.0
4	99657098	99657099	1			1511.0	0.0	1269.0	0.0	3.0	0.0
4	99657114	99657115	1			1522.0	0.0	1275.0	0.0	3.0	0.0
4	99657129	99657130	1			1388.0	0.0	1154.0	0.0	3.0	0.0
4	105175579	105175580	1			1838.0	0.0	1521.0	0.0	4.0	0.0
4	105175583	105175584	1			1851.0	0.0	1523.0	0.0	3.0	0.0
4	105175587	105175588	1			1743.0	0.0	1450.0	0.0	4.0	0.0
4	109974787	109974788	1			1627.0	0.0	1410.0	0.0	6.0	0.0
4	114912872	114912873	1			1558.0	0.0	1229.0	0.0	6.0	0.0
4	114912894	114912895	1			1547.0	0.0	1199.0	0.0	6.0	0.0
4	114912901	114912902	1			1539.0	0.0	1184.0	0.0	5.0	0.0
4	117749676	117749677	1			993.0	0.0	814.0	0.0	3.0	0.0
4	120304702	120304703	1			1456.0	0.0	1220.0	0.0	5.0	0.0
4	120369702	120369703	1			1610.0	0.0	1324.0	0.0	2.0	0.0
4	123105030	123105031	1			1141.0	0.0	885.0	0.0	5.0	0.0
4	123105166	123105167	1			1560.0	0.0	1267.0	0.0	3.0	0.0
4	123105343	123105344	1			1474.0	0.0	1214.0	0.0	2.0	0.0
4	123105398	123105399	1			1475.0	0.0	1228.0	0.0	1.0	0.0
4	123105407	123105408	1			1496.0	0.0	1240.0	0.0	3.0	0.0
4	123105410	123105411	1			1490.0	0.0	1239.0	0.0	3.0	0.0
4	123105471	123105472	1			1444.0	0.0	1183.0	0.0	2.0	0.0
4	123105473	123105474	1			1429.0	0.0	1180.0	0.0	2.0	0.0
4	123105492	123105493	1			1417.0	0.0	1163.0	0.0	2.0	0.0
4	124594956	124594957	1			892.0	0.0	689.0	0.0	4.0	0.0
4	127419212	127419213	1			1334.0	0.0	1096.0	0.0	4.0	0.0
4	127971649	127971650	1			1086.0	0.0	869.0	0.0	6.0	0.0
4	129020517	129020518	1			1902.0	0.0	1649.0	0.0	6.0	0.0
4	130037399	130037400	1			1843.0	0.0	1560.0	0.0	9.0	0.0
4	131916023	131916024	1			1094.0	0.0	856.0	0.0	4.0	0.0
4	131916035	131916036	1			1210.0	0.0	946.0	0.0	5.0	0.0
4	131916207	131916208	1			2213.0	0.0	1792.0	0.0	8.0	0.0
4	132181860	132181861	1			1480.0	0.0	1231.0	0.0	4.0	0.0
4	133579872	133579873	1			1509.0	0.0	1190.0	0.0	3.0	0.0
4	134402500	134402501	1			1617.0	0.0	1352.0	0.0	7.0	0.0
4	134402541	134402542	1			1635.0	0.0	1349.0	0.0	5.0	0.0
4	134407525	134407526	1			2368.0	0.0	2020.0	0.0	11.0	0.0
4	135155356	135155357	1			1132.0	0.0	879.0	0.0	3.0	0.0
4	136234385	136234386	1			1821.0	0.0	1418.0	0.0	7.0	0.0
4	137189526	137189527	1			1610.0	0.0	1279.0	0.0	4.0	0.0
4	138453300	138453301	1			1039.0	0.0	789.0	0.0	4.0	0.0
4	140658270	140658271	1			1692.0	0.0	1423.0	0.0	7.0	0.0
4	140661773	140661774	1			1398.0	0.0	1160.0	0.0	8.0	0.0
4	140661777	140661778	1			1392.0	0.0	1154.0	0.0	8.0	0.0
4	140661781	140661782	1			1398.0	0.0	1152.0	0.0	8.0	0.0
4	140661785	140661786	1			1392.0	0.0	1146.0	0.0	8.0	0.0
4	140661789	140661790	1			1395.0	0.0	1141.0	0.0	8.0	0.0
4	140661793	140661794	1			1391.0	0.0	1149.0	0.0	6.0	0.0
4	140661950	140661951	1			1604.0	0.0	1302.0	0.0	8.0	0.0
4	140750337	140750338	1			1650.0	0.0	1429.0	0.0	5.0	0.0
4	140750464	140750465	1			1645.0	0.0	1429.0	0.0	4.0	0.0
4	140750480	140750481	1			1665.0	0.0	1435.0	0.0	4.0	0.0
4	140750534	140750535	1			1421.0	0.0	1226.0	0.0	3.0	0.0
4	140750545	140750546	1			1456.0	0.0	1288.0	0.0	5.0	0.0
4	140750679	140750680	1			1522.0	0.0	1308.0	0.0	2.0	0.0
4	140750714	140750715	1			1473.0	0.0	1264.0	0.0	4.0	0.0
4	142095587	142095588	1			1486.0	0.0	1215.0	0.0	9.0	0.0
4	146067279	146067280	1			2023.0	0.0	1599.0	0.0	6.0	0.0
4	146067697	146067698	1			1862.0	0.0	1485.0	0.0	8.0	0.0
4	146067706	146067707	1			1909.0	0.0	1508.0	0.0	8.0	0.0
4	146067783	146067784	1			1993.0	0.0	1578.0	0.0	9.0	0.0
4	146067790	146067791	1			1922.0	0.0	1535.0	0.0	8.0	0.0
4	146475324	146475325	1			2215.0	0.0	1664.0	0.0	4.0	0.0
4	147275538	147275539	1			3016.0	0.0	2325.0	0.0	12.0	0.0
4	147275542	147275543	1			2993.0	0.0	2293.0	0.0	12.0	0.0
4	147276021	147276022	1			2184.0	0.0	1738.0	0.0	3.0	0.0
4	147276023	147276024	1			2176.0	0.0	1725.0	0.0	3.0	0.0
4	147738779	147738780	1			1884.0	0.0	1521.0	0.0	7.0	0.0
4	148070112	148070113	1			1753.0	0.0	1458.0	0.0	7.0	0.0
4	148952382	148952383	1			1318.0	0.0	1121.0	0.0	4.0	0.0
4	148952391	148952392	1			1333.0	0.0	1137.0	0.0	4.0	0.0
4	148952689	148952690	1			1097.0	0.0	967.0	0.0	3.0	0.0
4	148952695	148952696	1			1073.0	0.0	939.0	0.0	2.0	0.0
4	148952705	148952706	1			1067.0	0.0	947.0	0.0	3.0	0.0
4	152375020	152375021	1			1081.0	0.0	899.0	0.0	3.0	0.0
4	152375120	152375121	1			1498.0	0.0	1210.0	0.0	10.0	0.0
4	154641327	154641328	1			1730.0	0.0	1365.0	0.0	4.0	0.0
4	155345572	155345573	1			1436.0	0.0	1130.0	0.0	6.0	0.0
4	156234042	156234043	1			2097.0	0.0	1752.0	0.0	6.0	0.0
4	156234058	156234059	1			2173.0	0.0	1839.0	0.0	5.0	0.0
4	156234071	156234072	1			2127.0	0.0	1798.0	0.0	6.0	0.0
5	3193814	3193815	1			1770.0	0.0	1423.0	0.0	13.0	0.0
5	14025270	14025271	1			1086.0	0.0	851.0	0.0	1.0	0.0
5	15935471	15935472	1			1337.0	0.0	1104.0	0.0	2.0	0.0
5	21373040	21373041	1			1799.0	0.0	1464.0	0.0	7.0	0.0
5	24383330	24383331	1			1955.0	0.0	1653.0	0.0	7.0	0.0
5	27261779	27261780	1			1531.0	0.0	1278.0	0.0	7.0	0.0
5	34322813	34322814	1			2208.0	0.0	1750.0	0.0	7.0	0.0
5	36252140	36252141	1			1739.0	0.0	1301.0	0.0	6.0	0.0
5	37890722	37890723	1			1562.0	0.0	1298.0	0.0	5.0	0.0
5	50034059	50034060	1			1903.0	0.0	1650.0	0.0	10.0	0.0
5	64045677	64045678	1			720.0	0.0	595.0	0.0	0.0	0.0
5	69340452	69340453	1			1787.0	0.0	1463.0	0.0	5.0	0.0
5	69341468	69341469	1			1273.0	0.0	1098.0	0.0	5.0	0.0
5	69341606	69341607	1			744.0	0.0	579.0	0.0	3.0	0.0
5	71095917	71095918	1			912.0	0.0	757.0	0.0	1.0	0.0
5	72219795	72219796	1			2068.0	0.0	1676.0	0.0	11.0	0.0
5	73538999	73539000	1			1740.0	0.0	1409.0	0.0	2.0	0.0
5	73649677	73649678	1			0.0	0.0	0.0	0.0	1.0	0.0
5	75922099	75922100	1			1586.0	0.0	1277.0	0.0	4.0	0.0
5	77532700	77532701	1			1566.0	0.0	1294.0	0.0	3.0	0.0
5	81020087	81020088	1			208.0	0.0	143.0	0.0	0.0	0.0
5	81021813	81021814	1			1329.0	0.0	1112.0	0.0	5.0	0.0
5	81022128	81022129	1			1671.0	0.0	1437.0	0.0	7.0	0.0
5	84416486	84416487	1			1249.0	0.0	1004.0	0.0	3.0	0.0
5	86793012	86793013	1			1734.0	0.0	1432.0	0.0	13.0	0.0
5	89882480	89882481	1			797.0	0.0	668.0	0.0	6.0	0.0
5	89882485	89882486	1			805.0	0.0	670.0	0.0	6.0	0.0
5	89882568	89882569	1			776.0	0.0	639.0	0.0	4.0	0.0
5	92928120	92928121	1			1713.0	0.0	1381.0	0.0	11.0	0.0
5	97935757	97935758	1			1590.0	0.0	1318.0	0.0	7.0	0.0
5	101765662	101765663	1			1095.0	0.0	927.0	0.0	1.0	0.0
5	101765668	101765669	1			1101.0	0.0	937.0	0.0	1.0	0.0
5	101765744	101765745	1			1398.0	0.0	1190.0	0.0	2.0	0.0
5	101765788	101765789	1			1070.0	0.0	914.0	0.0	3.0	0.0
5	101826817	101826818	1			1429.0	0.0	1066.0	0.0	4.0	0.0
5	105792837	105792838	1			2175.0	0.0	1860.0	0.0	7.0	0.0
5	111229233	111229234	1			1872.0	0.0	1514.0	0.0	10.0	0.0
