Chr	Start	End	No. Probes	Features	Descriptions	Mean Custom_library	StDev Custom_library	Mean xGen_library	StDev xGen_library	Mean Noenrichment_library	StDev Noenrichment_library
1	89931151	89931152	1			48.008724	0.0	35.274815	0.0	0.11393416	0.0
1	89931154	89931155	1			47.731014	0.0	35.30592	0.0	0.091147326	0.0
1	89992391	89992392	1			33.012505	0.0	23.26769	0.0	0.022786831	0.0
1	101902585	101902586	1			61.060986	0.0	45.695503	0.0	0.13672099	0.0
1	109982672	109982673	1			19.404827	0.0	13.997942	0.0	0.022786831	0.0
1	109983103	109983104	1			33.949768	0.0	23.952034	0.0	0.11393416	0.0
1	109983111	109983112	1			32.179382	0.0	22.676666	0.0	0.11393416	0.0
1	109983116	109983117	1			31.242119	0.0	21.992321	0.0	0.11393416	0.0
1	112416723	112416724	1			44.67623	0.0	33.283997	0.0	0.13672099	0.0
1	120600185	120600186	1			53.944725	0.0	38.16772	0.0	0.20508148	0.0
1	126925769	126925770	1			63.768635	0.0	46.690914	0.0	0.13672099	0.0
1	132767697	132767698	1			71.30146	0.0	52.943325	0.0	0.31901565	0.0
1	132951989	132951990	1			59.360027	0.0	43.73579	0.0	0.11393416	0.0
1	134998387	134998388	1			36.935127	0.0	27.778137	0.0	0.045573663	0.0
1	135374460	135374461	1			53.49345	0.0	38.136616	0.0	0.13672099	0.0
1	152956175	152956176	1			44.537376	0.0	32.910717	0.0	0.13672099	0.0
1	157444638	157444639	1			56.79123	0.0	40.376286	0.0	0.11393416	0.0
1	164693668	164693669	1			0.0	0.0	0.0	0.0	0.06836049	0.0
1	179842633	179842634	1			49.258408	0.0	35.77252	0.0	0.091147326	0.0
1	184882832	184882833	1			45.47464	0.0	34.93264	0.0	0.11393416	0.0
1	185455119	185455120	1			34.95646	0.0	26.22281	0.0	0.091147326	0.0
1	185455219	185455220	1			39.573353	0.0	29.488997	0.0	0.06836049	0.0
1	185455370	185455371	1			44.537376	0.0	32.101948	0.0	0.091147326	0.0
2	6730156	6730157	1			67.066414	0.0	49.397182	0.0	0.11393416	0.0
2	7063783	7063784	1			60.227863	0.0	45.415543	0.0	0.20508148	0.0
2	9884576	9884577	1			44.502663	0.0	31.946413	0.0	0.091147326	0.0
2	16400594	16400595	1			35.96315	0.0	27.74703	0.0	0.091147326	0.0
2	21237200	21237201	1			66.85813	0.0	51.450214	0.0	0.15950783	0.0
2	29195635	29195636	1			41.309025	0.0	30.204447	0.0	0.11393416	0.0
2	29198493	29198494	1			65.43488	0.0	50.05042	0.0	0.20508148	0.0
2	30652644	30652645	1			34.95646	0.0	24.947443	0.0	0.11393416	0.0
2	30652665	30652666	1			37.247547	0.0	26.627195	0.0	0.11393416	0.0
2	30652730	30652731	1			33.915054	0.0	23.143263	0.0	0.06836049	0.0
2	33975929	33975930	1			50.19567	0.0	34.96375	0.0	0.13672099	0.0
2	37793601	37793602	1			45.127506	0.0	34.15498	0.0	0.022786831	0.0
2	54436805	54436806	1			36.24086	0.0	26.40945	0.0	0.091147326	0.0
2	54436939	54436940	1			46.099483	0.0	35.64809	0.0	0.045573663	0.0
2	54437069	54437070	1			55.958107	0.0	44.295708	0.0	0.11393416	0.0
2	54437205	54437206	1			75.050514	0.0	57.920372	0.0	0.27344197	0.0
2	57109445	57109446	1			75.60593	0.0	52.352303	0.0	0.15950783	0.0
2	57111362	57111363	1			48.77242	0.0	36.456863	0.0	0.06836049	0.0
2	57111388	57111389	1			50.99408	0.0	38.665424	0.0	0.022786831	0.0
2	57111502	57111503	1			63.456215	0.0	48.15292	0.0	0.091147326	0.0
2	57111641	57111642	1			51.618923	0.0	35.959156	0.0	0.15950783	0.0
2	57112007	57112008	1			60.92213	0.0	43.953537	0.0	0.11393416	0.0
2	57112041	57112042	1			60.991558	0.0	44.420135	0.0	0.091147326	0.0
2	59829395	59829396	1			48.87656	0.0	35.959156	0.0	0.06836049	0.0
2	61815602	61815603	1			19.543682	0.0	13.904622	0.0	0.022786831	0.0
2	61815608	61815609	1			20.585085	0.0	15.055564	0.0	0.022786831	0.0
2	61815777	61815778	1			32.24881	0.0	24.356419	0.0	0.06836049	0.0
2	63184154	63184155	1			27.805487	0.0	20.157036	0.0	0.0	0.0
2	63184156	63184157	1			28.15262	0.0	20.188143	0.0	0.0	0.0
2	63184163	63184164	1			30.096575	0.0	21.370192	0.0	0.045573663	0.0
2	63184233	63184234	1			31.589254	0.0	22.45892	0.0	0.091147326	0.0
2	63184245	63184246	1			30.027147	0.0	20.9347	0.0	0.091147326	0.0
2	63184273	63184274	1			19.994957	0.0	14.184581	0.0	0.091147326	0.0
2	68383838	68383839	1			72.20401	0.0	55.120785	0.0	0.20508148	0.0
2	74655649	74655650	1			34.26219	0.0	25.849533	0.0	0.091147326	0.0
2	74655825	74655826	1			33.186073	0.0	26.005066	0.0	0.06836049	0.0
2	74655990	74655991	1			42.628136	0.0	33.097355	0.0	0.11393416	0.0
2	74682449	74682450	1			38.56666	0.0	27.995884	0.0	0.045573663	0.0
2	74682458	74682459	1			38.913795	0.0	27.809244	0.0	0.045573663	0.0
2	75425568	75425569	1			59.151745	0.0	45.508865	0.0	0.11393416	0.0
2	77816430	77816431	1			32.24881	0.0	24.200886	0.0	0.091147326	0.0
2	77816438	77816439	1			33.220787	0.0	24.698591	0.0	0.091147326	0.0
2	77816575	77816576	1			37.94182	0.0	30.142235	0.0	0.11393416	0.0
2	77816583	77816584	1			37.94182	0.0	29.986702	0.0	0.11393416	0.0
2	77816782	77816783	1			39.920486	0.0	31.573135	0.0	0.091147326	0.0
2	77816901	77816902	1			30.65199	0.0	24.88523	0.0	0.091147326	0.0
2	77816917	77816918	1			30.686705	0.0	24.387526	0.0	0.091147326	0.0
2	84184889	84184890	1			50.57752	0.0	39.22534	0.0	0.13672099	0.0
2	91645789	91645790	1			80.70881	0.0	61.497623	0.0	0.18229465	0.0
2	93014386	93014387	1			52.452045	0.0	39.9719	0.0	0.045573663	0.0
2	93365728	93365729	1			60.574997	0.0	43.580257	0.0	0.091147326	0.0
2	93365751	93365752	1			62.58838	0.0	45.011158	0.0	0.091147326	0.0
2	122665822	122665823	1			42.66285	0.0	29.520103	0.0	0.15950783	0.0
2	124938346	124938347	1			49.258408	0.0	34.994854	0.0	0.06836049	0.0
2	127552852	127552853	1			57.589638	0.0	41.216164	0.0	0.045573663	0.0
2	130638074	130638075	1			64.462906	0.0	44.980053	0.0	0.045573663	0.0
2	130638082	130638083	1			64.39348	0.0	44.668987	0.0	0.045573663	0.0
2	130638090	130638091	1			63.90749	0.0	44.420135	0.0	0.045573663	0.0
2	130638097	130638098	1			64.15048	0.0	44.91784	0.0	0.045573663	0.0
2	131524854	131524855	1			63.629784	0.0	47.87296	0.0	0.15950783	0.0
2	131561342	131561343	1			49.77911	0.0	34.93264	0.0	0.091147326	0.0
2	133553339	133553340	1			39.642776	0.0	29.55121	0.0	0.091147326	0.0
2	133554552	133554553	1			43.009983	0.0	30.888792	0.0	0.091147326	0.0
2	133554559	133554560	1			43.738968	0.0	31.230963	0.0	0.06836049	0.0
2	133554566	133554567	1			46.446617	0.0	33.470634	0.0	0.06836049	0.0
2	133554575	133554576	1			48.633564	0.0	34.808216	0.0	0.06836049	0.0
2	133554672	133554673	1			21.24464	0.0	15.926547	0.0	0.022786831	0.0
2	143546106	143546107	1			21.591776	0.0	17.201916	0.0	0.06836049	0.0
2	143862630	143862631	1			44.537376	0.0	34.2483	0.0	0.15950783	0.0
2	147180836	147180837	1			31.519827	0.0	23.578754	0.0	0.06836049	0.0
2	147180936	147180937	1			30.513136	0.0	23.329903	0.0	0.045573663	0.0
2	152156224	152156225	1			43.35712	0.0	29.986702	0.0	0.18229465	0.0
2	153032202	153032203	1			34.64404	0.0	26.347237	0.0	0.06836049	0.0
2	154221007	154221008	1			61.442833	0.0	45.602184	0.0	0.15950783	0.0
2	158191198	158191199	1			66.68457	0.0	49.366074	0.0	0.25065514	0.0
2	158554597	158554598	1			72.1693	0.0	52.91222	0.0	0.13672099	0.0
2	163551657	163551658	1			54.604282	0.0	39.22534	0.0	0.06836049	0.0
2	164171874	164171875	1			52.76447	0.0	35.58588	0.0	0.11393416	0.0
2	165407774	165407775	1			69.531075	0.0	51.699066	0.0	0.13672099	0.0
2	168842301	168842302	1			40.996605	0.0	29.73785	0.0	0.15950783	0.0
2	172042259	172042260	1			38.18481	0.0	27.1249	0.0	0.091147326	0.0
2	178558221	178558222	1			57.346645	0.0	42.989235	0.0	0.11393416	0.0
2	180273934	180273935	1			77.61931	0.0	59.631233	0.0	0.13672099	0.0
2	180334000	180334001	1			45.196934	0.0	32.44412	0.0	0.18229465	0.0
2	180642035	180642036	1			29.159311	0.0	22.241175	0.0	0.11393416	0.0
3	14393935	14393936	1			66.61514	0.0	48.308453	0.0	0.18229465	0.0
3	17787694	17787695	1			74.04382	0.0	57.85816	0.0	0.22786832	0.0
3	23264181	23264182	1			0.0	0.0	0.0	0.0	0.11393416	0.0
3	29082965	29082966	1			36.692135	0.0	26.782728	0.0	0.06836049	0.0
3	29082967	29082968	1			36.44914	0.0	26.782728	0.0	0.06836049	0.0
3	29082969	29082970	1			36.900414	0.0	27.062687	0.0	0.06836049	0.0
3	29082978	29082979	1			36.24086	0.0	27.40486	0.0	0.06836049	0.0
3	29082984	29082985	1			37.28226	0.0	27.778137	0.0	0.06836049	0.0
3	45380703	45380704	1			62.137104	0.0	45.135586	0.0	0.11393416	0.0
3	50879680	50879681	1			63.942204	0.0	47.188618	0.0	0.22786832	0.0
3	52180554	52180555	1			60.540283	0.0	45.44665	0.0	0.11393416	0.0
3	62338866	62338867	1			29.471733	0.0	22.17896	0.0	0.11393416	0.0
3	62339346	62339347	1			44.016674	0.0	32.101948	0.0	0.091147326	0.0
3	62339361	62339362	1			42.385143	0.0	31.199858	0.0	0.11393416	0.0
3	62340384	62340385	1			62.032963	0.0	45.944355	0.0	0.15950783	0.0
3	62340390	62340391	1			61.442833	0.0	45.415543	0.0	0.13672099	0.0
3	82876385	82876386	1			30.96441	0.0	20.685846	0.0	0.022786831	0.0
3	84478979	84478980	1			60.748566	0.0	43.05145	0.0	0.045573663	0.0
3	84478982	84478983	1			60.713852	0.0	43.238087	0.0	0.045573663	0.0
3	95172676	95172677	1			36.587994	0.0	27.684818	0.0	0.091147326	0.0
3	95172681	95172682	1			36.796272	0.0	27.964777	0.0	0.091147326	0.0
3	95172730	95172731	1			44.502663	0.0	33.563953	0.0	0.11393416	0.0
3	95172735	95172736	1			44.224957	0.0	33.50174	0.0	0.11393416	0.0
3	95172756	95172757	1			43.634827	0.0	33.283997	0.0	0.091147326	0.0
3	95172904	95172905	1			49.77911	0.0	38.789852	0.0	0.091147326	0.0
3	95172909	95172910	1			49.917965	0.0	38.44768	0.0	0.06836049	0.0
3	95172916	95172917	1			50.09153	0.0	38.35436	0.0	0.091147326	0.0
3	95172930	95172931	1			50.47338	0.0	39.194237	0.0	0.091147326	0.0
3	95172936	95172937	1			51.75778	0.0	40.034115	0.0	0.091147326	0.0
3	95172938	95172939	1			51.410645	0.0	40.096325	0.0	0.091147326	0.0
3	95172946	95172947	1			51.37593	0.0	39.660835	0.0	0.091147326	0.0
3	95173031	95173032	1			53.458736	0.0	41.278374	0.0	0.13672099	0.0
3	95173042	95173043	1			53.59759	0.0	41.216164	0.0	0.13672099	0.0
3	95173045	95173046	1			53.215744	0.0	40.905098	0.0	0.13672099	0.0
3	95173052	95173053	1			54.25715	0.0	42.11825	0.0	0.13672099	0.0
3	95173055	95173056	1			53.97944	0.0	41.4028	0.0	0.13672099	0.0
3	95173076	95173077	1			54.465427	0.0	41.96272	0.0	0.13672099	0.0
3	95173166	95173167	1			49.327835	0.0	37.514484	0.0	0.06836049	0.0
3	95173171	95173172	1			49.36255	0.0	37.265633	0.0	0.06836049	0.0
3	95173181	95173182	1			48.008724	0.0	36.456863	0.0	0.06836049	0.0
3	95173187	95173188	1			47.661587	0.0	36.27022	0.0	0.06836049	0.0
3	95173302	95173303	1			45.78706	0.0	35.243706	0.0	0.13672099	0.0
3	95173313	95173314	1			46.96732	0.0	35.803623	0.0	0.11393416	0.0
3	95173318	95173319	1			46.48133	0.0	34.93264	0.0	0.11393416	0.0
3	95173328	95173329	1			47.07146	0.0	35.77252	0.0	0.091147326	0.0
3	95173340	95173341	1			47.522736	0.0	35.18149	0.0	0.091147326	0.0
3	95173504	95173505	1			48.39057	0.0	33.190674	0.0	0.15950783	0.0
3	95530366	95530367	1			39.885773	0.0	28.02699	0.0	0.13672099	0.0
3	98991488	98991489	1			53.28517	0.0	38.91428	0.0	0.18229465	0.0
3	100395083	100395084	1			44.815083	0.0	32.475224	0.0	0.18229465	0.0
3	101367450	101367451	1			47.765728	0.0	35.492558	0.0	0.15950783	0.0
3	124320980	124320981	1			56.7218	0.0	42.180466	0.0	0.20508148	0.0
3	124320988	124320989	1			56.235813	0.0	42.149357	0.0	0.20508148	0.0
3	124321088	124321089	1			61.51226	0.0	48.121815	0.0	0.15950783	0.0
3	124321111	124321112	1			62.623093	0.0	48.712837	0.0	0.13672099	0.0
3	124321130	124321131	1			60.956844	0.0	47.904068	0.0	0.11393416	0.0
3	124321261	124321262	1			60.19315	0.0	45.944355	0.0	0.20508148	0.0
3	124321263	124321264	1			60.262577	0.0	46.099888	0.0	0.20508148	0.0
3	127123714	127123715	1			54.25715	0.0	41.216164	0.0	0.091147326	0.0
3	132871461	132871462	1			71.30146	0.0	55.24521	0.0	0.20508148	0.0
3	135698636	135698637	1			75.501785	0.0	53.565456	0.0	0.20508148	0.0
3	137827749	137827750	1			49.327835	0.0	35.710304	0.0	0.15950783	0.0
3	138644699	138644700	1			46.96732	0.0	33.937233	0.0	0.15950783	0.0
3	148918425	148918426	1			65.01832	0.0	46.784233	0.0	0.11393416	0.0
3	158561353	158561354	1			36.692135	0.0	27.435966	0.0	0.091147326	0.0
3	158561360	158561361	1			38.1501	0.0	27.964777	0.0	0.091147326	0.0
3	158561364	158561365	1			38.011246	0.0	28.369162	0.0	0.091147326	0.0
3	158561373	158561374	1			38.77494	0.0	29.146826	0.0	0.091147326	0.0
3	158561376	158561377	1			38.983223	0.0	29.115719	0.0	0.11393416	0.0
3	158561378	158561379	1			38.809654	0.0	29.302359	0.0	0.11393416	0.0
3	158561384	158561385	1			38.46252	0.0	29.053505	0.0	0.11393416	0.0
3	158561388	158561389	1			38.18481	0.0	28.773546	0.0	0.11393416	0.0
4	8939035	8939036	1			60.991558	0.0	43.580257	0.0	0.15950783	0.0
4	25799668	25799669	1			40.58004	0.0	30.173342	0.0	0.06836049	0.0
4	25799685	25799686	1			40.059338	0.0	29.520103	0.0	0.045573663	0.0
4	25799805	25799806	1			24.403566	0.0	17.88626	0.0	0.045573663	0.0
4	25799813	25799814	1			22.910887	0.0	16.828636	0.0	0.045573663	0.0
4	32165321	32165322	1			59.360027	0.0	44.637882	0.0	0.15950783	0.0
4	43425437	43425438	1			73.00242	0.0	54.405334	0.0	0.18229465	0.0
4	43632236	43632237	1			61.442833	0.0	48.58841	0.0	0.13672099	0.0
4	43632367	43632368	1			68.03839	0.0	51.885704	0.0	0.11393416	0.0
4	43632400	43632401	1			67.62183	0.0	51.13915	0.0	0.11393416	0.0
4	45846901	45846902	1			65.92087	0.0	49.086117	0.0	0.045573663	0.0
4	46343917	46343918	1			39.399784	0.0	29.457891	0.0	0.11393416	0.0
4	46344139	46344140	1			24.299425	0.0	18.290644	0.0	0.045573663	0.0
4	46344273	46344274	1			31.519827	0.0	24.014246	0.0	0.091147326	0.0
4	46344276	46344277	1			31.797535	0.0	24.511951	0.0	0.091147326	0.0
4	53264088	53264089	1			55.749825	0.0	39.81637	0.0	0.18229465	0.0
4	58206296	58206297	1			45.335785	0.0	34.092766	0.0	0.11393416	0.0
4	62625798	62625799	1			72.065155	0.0	52.507835	0.0	0.045573663	0.0
4	63256946	63256947	1			61.37341	0.0	45.63329	0.0	0.20508148	0.0
4	74013920	74013921	1			45.856487	0.0	32.848503	0.0	0.20508148	0.0
4	76449539	76449540	1			46.724323	0.0	33.470634	0.0	0.091147326	0.0
4	76449545	76449546	1			47.14089	0.0	33.999447	0.0	0.091147326	0.0
4	76449811	76449812	1			42.83642	0.0	33.53285	0.0	0.15950783	0.0
4	76449815	76449816	1			42.87113	0.0	33.004036	0.0	0.15950783	0.0
4	76449820	76449821	1			43.322407	0.0	33.346207	0.0	0.15950783	0.0
4	76449927	76449928	1			33.32493	0.0	26.005066	0.0	0.06836049	0.0
4	76449945	76449946	1			32.040527	0.0	24.511951	0.0	0.06836049	0.0
4	76449947	76449948	1			32.07524	0.0	24.511951	0.0	0.06836049	0.0
4	76449949	76449950	1			32.24881	0.0	24.79191	0.0	0.06836049	0.0
4	76449951	76449952	1			32.005814	0.0	24.636377	0.0	0.06836049	0.0
4	76449960	76449961	1			31.65868	0.0	24.294205	0.0	0.06836049	0.0
4	76450474	76450475	1			48.945988	0.0	35.865837	0.0	0.022786831	0.0
4	78212176	78212177	1			32.630657	0.0	25.227402	0.0	0.091147326	0.0
4	78212190	78212191	1			33.04722	0.0	25.538467	0.0	0.091147326	0.0
4	78212204	78212205	1			33.602634	0.0	26.129492	0.0	0.091147326	0.0
4	81442919	81442920	1			35.407734	0.0	26.347237	0.0	0.045573663	0.0
4	81442935	81442936	1			38.011246	0.0	27.373753	0.0	0.045573663	0.0
4	81442938	81442939	1			38.497234	0.0	27.715925	0.0	0.045573663	0.0
4	83285066	83285067	1			55.88868	0.0	39.100918	0.0	0.13672099	0.0
4	83512415	83512416	1			56.235813	0.0	40.251858	0.0	0.20508148	0.0
4	83512420	83512421	1			56.444096	0.0	40.220753	0.0	0.18229465	0.0
4	83512457	83512458	1			55.29855	0.0	39.411983	0.0	0.11393416	0.0
4	91400608	91400609	1			31.936388	0.0	22.801092	0.0	0.022786831	0.0
4	99653663	99653664	1			53.146317	0.0	38.35436	0.0	0.22786832	0.0
4	99656957	99656958	1			42.24629	0.0	32.724075	0.0	0.11393416	0.0
4	99656966	99656967	1			43.25298	0.0	33.563953	0.0	0.11393416	0.0
4	99657098	99657099	1			52.452045	0.0	39.474197	0.0	0.06836049	0.0
4	99657114	99657115	1			52.833897	0.0	39.660835	0.0	0.06836049	0.0
4	99657129	99657130	1			48.18229	0.0	35.896942	0.0	0.06836049	0.0
4	105175579	105175580	1			63.80335	0.0	47.31304	0.0	0.091147326	0.0
4	105175583	105175584	1			64.25462	0.0	47.375256	0.0	0.06836049	0.0
4	105175587	105175588	1			60.50557	0.0	45.10448	0.0	0.091147326	0.0
4	109974787	109974788	1			56.47881	0.0	43.860218	0.0	0.13672099	0.0
4	114912872	114912873	1			54.08358	0.0	38.229935	0.0	0.13672099	0.0
4	114912894	114912895	1			53.701733	0.0	37.296738	0.0	0.13672099	0.0
4	114912901	114912902	1			53.424023	0.0	36.83014	0.0	0.11393416	0.0
4	117749676	117749677	1			34.47047	0.0	25.32072	0.0	0.06836049	0.0
4	120304702	120304703	1			50.542805	0.0	37.949974	0.0	0.11393416	0.0
4	120369702	120369703	1			55.88868	0.0	41.185055	0.0	0.045573663	0.0
4	123105030	123105031	1			39.608063	0.0	27.529285	0.0	0.11393416	0.0
4	123105166	123105167	1			54.153008	0.0	39.411983	0.0	0.06836049	0.0
4	123105343	123105344	1			51.16765	0.0	37.763336	0.0	0.045573663	0.0
4	123105398	123105399	1			51.202362	0.0	38.198826	0.0	0.022786831	0.0
4	123105407	123105408	1			51.931343	0.0	38.572105	0.0	0.06836049	0.0
4	123105410	123105411	1			51.723064	0.0	38.541	0.0	0.06836049	0.0
4	123105471	123105472	1			50.126244	0.0	36.799034	0.0	0.045573663	0.0
4	123105473	123105474	1			49.60554	0.0	36.705715	0.0	0.045573663	0.0
4	123105492	123105493	1			49.18898	0.0	36.176903	0.0	0.045573663	0.0
4	124594956	124594957	1			30.96441	0.0	21.432404	0.0	0.091147326	0.0
4	127419212	127419213	1			46.307762	0.0	34.092766	0.0	0.091147326	0.0
4	127971649	127971650	1			37.698822	0.0	27.03158	0.0	0.13672099	0.0
4	129020517	129020518	1			66.02501	0.0	51.29468	0.0	0.13672099	0.0
4	130037399	130037400	1			63.976917	0.0	48.5262	0.0	0.20508148	0.0
4	131916023	131916024	1			37.976532	0.0	26.627195	0.0	0.091147326	0.0
4	131916035	131916036	1			42.003292	0.0	29.426785	0.0	0.11393416	0.0
4	131916207	131916208	1			76.8209	0.0	55.742916	0.0	0.18229465	0.0
4	132181860	132181861	1			51.37593	0.0	38.29215	0.0	0.091147326	0.0
4	133579872	133579873	1			52.382618	0.0	37.01678	0.0	0.06836049	0.0
4	134402500	134402501	1			56.131676	0.0	42.056038	0.0	0.15950783	0.0
4	134402541	134402542	1			56.756516	0.0	41.96272	0.0	0.11393416	0.0
4	134407525	134407526	1			82.201485	0.0	62.835205	0.0	0.25065514	0.0
4	135155356	135155357	1			39.295643	0.0	27.342646	0.0	0.06836049	0.0
4	136234385	136234386	1			63.213223	0.0	44.10907	0.0	0.15950783	0.0
4	137189526	137189527	1			55.88868	0.0	39.78526	0.0	0.091147326	0.0
4	138453300	138453301	1			36.06729	0.0	24.543058	0.0	0.091147326	0.0
4	140658270	140658271	1			58.735184	0.0	44.264603	0.0	0.15950783	0.0
4	140661773	140661774	1			48.529427	0.0	36.083584	0.0	0.18229465	0.0
4	140661777	140661778	1			48.321144	0.0	35.896942	0.0	0.18229465	0.0
4	140661781	140661782	1			48.529427	0.0	35.834732	0.0	0.18229465	0.0
4	140661785	140661786	1			48.321144	0.0	35.64809	0.0	0.18229465	0.0
4	140661789	140661790	1			48.425285	0.0	35.492558	0.0	0.18229465	0.0
4	140661793	140661794	1			48.28643	0.0	35.741413	0.0	0.13672099	0.0
4	140661950	140661951	1			55.6804	0.0	40.500713	0.0	0.18229465	0.0
4	140750337	140750338	1			57.277218	0.0	44.45124	0.0	0.11393416	0.0
4	140750464	140750465	1			57.103653	0.0	44.45124	0.0	0.091147326	0.0
4	140750480	140750481	1			57.79792	0.0	44.637882	0.0	0.091147326	0.0
4	140750534	140750535	1			49.327835	0.0	38.136616	0.0	0.06836049	0.0
4	140750545	140750546	1			50.542805	0.0	40.06522	0.0	0.11393416	0.0
4	140750679	140750680	1			52.833897	0.0	40.68735	0.0	0.045573663	0.0
4	140750714	140750715	1			51.132935	0.0	39.318665	0.0	0.091147326	0.0
4	142095587	142095588	1			51.58421	0.0	37.79444	0.0	0.20508148	0.0
4	146067279	146067280	1			70.22534	0.0	49.739353	0.0	0.13672099	0.0
4	146067697	146067698	1			64.636475	0.0	46.193207	0.0	0.18229465	0.0
4	146067706	146067707	1			66.268005	0.0	46.908657	0.0	0.18229465	0.0
4	146067783	146067784	1			69.18394	0.0	49.086117	0.0	0.20508148	0.0
4	146067790	146067791	1			66.719284	0.0	47.748535	0.0	0.18229465	0.0
4	146475324	146475325	1			76.89033	0.0	51.761276	0.0	0.091147326	0.0
4	147275538	147275539	1			104.695816	0.0	72.3227	0.0	0.27344197	0.0
4	147275542	147275543	1			103.8974	0.0	71.32729	0.0	0.27344197	0.0
4	147276021	147276022	1			75.81421	0.0	54.06316	0.0	0.06836049	0.0
4	147276023	147276024	1			75.5365	0.0	53.658775	0.0	0.06836049	0.0
4	147738779	147738780	1			65.40017	0.0	47.31304	0.0	0.15950783	0.0
4	148070112	148070113	1			60.852707	0.0	45.353333	0.0	0.15950783	0.0
4	148952382	148952383	1			45.752346	0.0	34.87043	0.0	0.091147326	0.0
4	148952391	148952392	1			46.27305	0.0	35.368134	0.0	0.091147326	0.0
4	148952689	148952690	1			38.080673	0.0	30.08002	0.0	0.06836049	0.0
4	148952695	148952696	1			37.247547	0.0	29.209038	0.0	0.045573663	0.0
4	148952705	148952706	1			37.03927	0.0	29.457891	0.0	0.06836049	0.0
4	152375020	152375021	1			37.525257	0.0	27.964777	0.0	0.06836049	0.0
4	152375120	152375121	1			52.00077	0.0	37.63891	0.0	0.22786832	0.0
4	154641327	154641328	1			60.054295	0.0	42.460423	0.0	0.091147326	0.0
4	155345572	155345573	1			49.848537	0.0	35.150387	0.0	0.13672099	0.0
4	156234042	156234043	1			72.794136	0.0	54.498653	0.0	0.13672099	0.0
4	156234058	156234059	1			75.43236	0.0	57.20492	0.0	0.11393416	0.0
4	156234071	156234072	1			73.83554	0.0	55.929554	0.0	0.13672099	0.0
5	3193814	3193815	1			61.442833	0.0	44.264603	0.0	0.2962288	0.0
5	14025270	14025271	1			37.698822	0.0	26.471663	0.0	0.022786831	0.0
5	15935471	15935472	1			46.411903	0.0	34.341618	0.0	0.045573663	0.0
5	21373040	21373041	1			62.449524	0.0	45.53997	0.0	0.15950783	0.0
5	24383330	24383331	1			67.86482	0.0	51.419106	0.0	0.15950783	0.0
5	27261779	27261780	1			53.146317	0.0	39.754154	0.0	0.15950783	0.0
5	34322813	34322814	1			76.64733	0.0	54.43644	0.0	0.15950783	0.0
5	36252140	36252141	1			60.36672	0.0	40.469604	0.0	0.13672099	0.0
5	37890722	37890723	1			54.222435	0.0	40.376286	0.0	0.11393416	0.0
5	50034059	50034060	1			66.05972	0.0	51.325787	0.0	0.22786832	0.0
5	64045677	64045678	1			24.993696	0.0	18.50839	0.0	0.0	0.0
5	69340452	69340453	1			62.032963	0.0	45.508865	0.0	0.11393416	0.0
5	69341468	69341469	1			44.190243	0.0	34.15498	0.0	0.11393416	0.0
5	69341606	69341607	1			25.826818	0.0	18.010685	0.0	0.06836049	0.0
